event_id,state,latitude,longitude
nm609076,Arkansas,35.3478333,-92.2515
nm609079,Arkansas,35.363,-92.2836667
nm609080,Arkansas,35.3585,-92.2798333
nm609081,Arkansas,35.3656667,-92.2886667
usp000j9re,Oklahoma,35.508,-97.387
usp000j9rg,Oklahoma,35.511,-97.391
nm609083,Arkansas,35.4273333,-92.2301667
nm609084,Arkansas,35.4188333,-92.2063333
usp000j9tj,Colorado,37.091,-104.685
nm609087,Arkansas,35.3653333,-92.2745
nm609088,Arkansas,35.3598333,-92.2663333
nm609090,Arkansas,35.3563333,-92.2748333
nm609091,Arkansas,35.3545,-92.272
usp000j9zu,Oklahoma,35.574,-97.286
nm609092,Arkansas,35.3521667,-92.2915
usp000ja0k,Oklahoma,35.518,-97.38
usp000ja0v,Oklahoma,35.525,-97.386
nm609093,Arkansas,35.355,-92.2778333
nm609094,Arkansas,35.3551667,-92.278
nm609095,Arkansas,35.3578333,-92.271
nm609096,Arkansas,35.3623333,-92.2568333
nm609097,Arkansas,35.3606667,-92.2666667
nm609098,Arkansas,35.3586667,-92.2723333
nm609099,Arkansas,35.3545,-92.2795
nm609101,Arkansas,35.3558333,-92.2738333
nm609102,Arkansas,35.3555,-92.2685
nm609103,Arkansas,35.356,-92.2713333
nm609107,Arkansas,35.3555,-92.2623333
nm609108,Arkansas,35.3575,-92.2608333
nm609109,Arkansas,35.359,-92.2676667
nm609110,Arkansas,35.36,-92.2696667
usp000jac0,Oklahoma,35.55,-96.764
usp000jac3,Oklahoma,35.544,-96.765
usp000jac5,Oklahoma,35.54,-96.761
usp000jac7,Oklahoma,35.554,-96.769
usp000jac8,Oklahoma,35.533,-96.757
usp000jacc,Oklahoma,35.528,-96.766
usp000jace,Oklahoma,35.525,-96.773
usp000jach,Oklahoma,35.53,-96.766
usp000jack,Oklahoma,35.518,-96.778
usp000jadg,Oklahoma,35.546,-96.749
usp000jadn,Oklahoma,35.532,-96.765
usp000jadq,Oklahoma,35.521,-96.771
usp000jadr,Oklahoma,35.515,-96.789
usp000jadu,Oklahoma,35.522,-96.776
usp000jadx,Oklahoma,35.546,-96.749
usp000jadz,Oklahoma,35.479,-96.859
usp000jae1,Oklahoma,35.48,-96.847
usp000jae3,Oklahoma,35.517,-96.834
usp000jae4,Oklahoma,35.585,-96.836
usp000jae8,Oklahoma,35.525,-96.771
usp000jaek,Oklahoma,35.485,-96.844
usp000jaep,Oklahoma,35.469,-96.865
usp000jaex,Oklahoma,35.537,-96.779
usp000jaey,Oklahoma,35.496,-96.838
usp000jaez,Oklahoma,35.522,-96.819
usp000jaf0,Oklahoma,35.485,-96.866
usp000jafa,Oklahoma,35.484,-96.856
usp000jafg,Oklahoma,35.517,-96.769
usp000jafh,Oklahoma,35.494,-96.828
usp000jafk,Oklahoma,35.473,-96.869
usp000jafv,Oklahoma,35.55,-96.751
usp000jafx,Oklahoma,35.504,-96.808
usp000jag3,Oklahoma,35.522,-96.778
usp000jag5,Oklahoma,35.518,-96.786
usp000jagb,Oklahoma,35.533,-96.75
usp000jagc,Oklahoma,35.518,-96.8
usp000jags,Oklahoma,35.512,-96.786
usp000jah7,Oklahoma,35.477,-96.856
usp000jahg,Oklahoma,35.506,-96.798
nm609111,Arkansas,35.3658333,-92.256
usp000jajb,Oklahoma,35.531,-96.788
usp000jaje,Oklahoma,35.52,-96.786
usp000jakf,Oklahoma,35.526,-96.77
usp000jamh,Oklahoma,35.534,-96.761
usp000jamq,Oklahoma,35.513,-97.39
usp000jamu,Oklahoma,35.521,-96.786
usp000jans,Oklahoma,35.487,-96.85
nm609115,Arkansas,35.3551667,-92.2751667
usp000jaq6,Oklahoma,35.537,-96.753
usp000jaqc,Oklahoma,35.545,-96.73
usp000jaqe,Oklahoma,35.532,-96.753
usp000jaqu,Oklahoma,35.604,-96.857
usp000jatr,Oklahoma,35.464,-96.869
usp000jatz,Oklahoma,35.457,-96.876
usp000jau1,Oklahoma,35.465,-96.878
usp000jav4,Oklahoma,35.521,-96.782
nm609118,Arkansas,35.355,-92.268
usp000javv,Oklahoma,35.794,-98.451
usp000javy,Oklahoma,35.543,-96.752
usp000jaw2,Oklahoma,35.476,-96.868
usp000jaw4,Oklahoma,35.521,-96.775
usp000jaxq,Oklahoma,35.521,-96.785
usp000jay8,Oklahoma,35.518,-96.779
usp000jaye,Oklahoma,35.505,-96.803
usp000jb16,Oklahoma,35.566,-97.294
usp000jb1g,Oklahoma,35.541,-96.762
usp000jb53,Oklahoma,35.551,-96.745
usp000jb5g,Oklahoma,35.624,-97.19
usp000jb6w,Oklahoma,35.734,-97.164
nm609122,Arkansas,35.373,-92.2646667
usp000jb7w,Oklahoma,35.503,-96.81
nm609124,Arkansas,35.3655,-92.2571667
usp000jb8z,Colorado,37.003,-104.956
nm609125,Arkansas,35.3681667,-92.2591667
usp000jbb4,Texas,32.954,-100.812
usp000jbbx,Oklahoma,35.563,-96.788
usp000jbc2,Texas,32.945,-100.845
usp000jbd5,Oklahoma,35.461,-96.887
usp000jbd6,Oklahoma,35.461,-96.881
usp000jbd8,Oklahoma,35.512,-96.746
usp000jbe4,Oklahoma,35.513,-96.766
usp000jbfe,Oklahoma,35.454,-96.874
usp000jbfu,Oklahoma,35.728,-97.166
nm609129,Arkansas,35.3566667,-92.2765
nm609130,Arkansas,36.3865,-91.5565
usp000jbkb,Oklahoma,35.536,-96.759
nm609131,Arkansas,35.3741667,-92.2683333
usp000jbkt,Oklahoma,34.923,-96.0
usp000jbp1,Oklahoma,35.481,-97.034
usp000jbru,Oklahoma,35.525,-96.768
usp000jbrv,Oklahoma,35.519,-96.785
usp000jbt7,Oklahoma,35.728,-97.171
nm609136,Arkansas,35.3718333,-92.2725
usp000jby2,Texas,32.418,-97.106
usp000jbzj,Colorado,37.099,-104.656
usp000jc05,Oklahoma,35.475,-96.855
usp000jc09,Texas,32.935,-100.865
usp000jc2b,New Mexico,36.9,-104.821
usp000jc4c,Oklahoma,35.534,-96.751
usp000jc5f,Oklahoma,35.492,-97.265
nm609143,Arkansas,35.4688333,-92.2465
nm609144,Arkansas,35.3983333,-90.7208333
usp000jc9n,Colorado,37.043,-104.913
usp000jcba,Texas,32.814,-100.852
nm609148,Arkansas,35.4633333,-92.2305
nm609149,Arkansas,35.4645,-92.2413333
nm609150,Arkansas,35.4635,-92.1993333
nm609151,Arkansas,35.4653333,-92.251
nm609152,Arkansas,35.4645,-92.226
nm609153,Arkansas,35.367,-92.2848333
nm609154,Arkansas,35.3646667,-92.2548333
nm609155,Arkansas,35.3663333,-92.2618333
nm609156,Arkansas,35.3821667,-92.28
nm609157,Arkansas,35.3746667,-92.2728333
nm609158,Arkansas,35.352,-92.2618333
nm609159,Arkansas,35.3623333,-92.2703333
nm609160,Arkansas,35.3626667,-92.2738333
nm609161,Arkansas,35.3653333,-92.2653333
usp000jchm,Colorado,37.631,-104.83
usp000jchs,Colorado,37.557,-104.901
usp000jcmu,Oklahoma,35.398,-96.53
usp000jcr1,Colorado,37.622,-104.861
usp000jcrs,New Mexico,36.943,-104.799
usp000jcsv,Texas,32.815,-100.907
usp000jct1,Texas,32.88,-100.835
usp000jcvh,Oklahoma,35.575,-97.288
usp000jcvt,Oklahoma,35.391,-96.52
usp000jcxc,Oklahoma,35.53,-96.762
usp000jcxd,Oklahoma,35.526,-96.766
usp000jcza,Oklahoma,35.595,-97.293
usp000jczp,Oklahoma,35.536,-96.75
usp000jczx,Texas,35.377,-101.766
usp000jd14,Oklahoma,35.534,-97.415
usp000jd3u,Oklahoma,35.538,-96.766
usp000jd43,Texas,32.782,-96.685
usp000jd8g,Oklahoma,35.544,-97.279
usp000jd9v,Oklahoma,35.647,-97.41
usp000jdbr,Oklahoma,35.52,-96.776
nm609318,Arkansas,35.3071667,-92.3098333
nm609319,Arkansas,35.3105,-92.3126667
usp000jdhj,Texas,31.225,-103.614
usp000jdkj,Oklahoma,35.533,-96.76
usp000jdm7,Oklahoma,35.378,-96.546
nm609322,Arkansas,35.4791667,-92.2576667
nm609325,Arkansas,35.4865,-92.2643333
usp000jdnu,Texas,32.372,-97.487
nm609327,Arkansas,35.4858333,-92.2643333
nm609328,Arkansas,35.4843333,-92.269
nm609330,Arkansas,35.3056667,-92.7285
nm609332,Arkansas,35.4908333,-92.2548333
usp000jdy5,Colorado,37.035,-104.903
nm609335,Arkansas,36.1835,-91.3101667
usp000je10,Oklahoma,35.6,-96.895
usp000je4f,New Mexico,36.949,-104.906
usp000je4p,Oklahoma,35.511,-96.788
usp000jejx,New Mexico,32.092,-104.909
usp000jen8,Oklahoma,35.395,-96.524
usp000jepc,Oklahoma,35.538,-96.741
usp000jeps,Oklahoma,35.578,-97.286
nm609341,Arkansas,35.48,-92.2225
usp000jf2f,Oklahoma,35.546,-97.272
usp000jf38,Oklahoma,35.811,-96.91
usp000jf6w,Oklahoma,35.547,-97.282
usp000jfdt,Oklahoma,35.633,-97.068
usp000jffm,Oklahoma,35.433,-96.567
usp000jfg0,Texas,36.154,-100.542
usp000jfma,Oklahoma,35.725,-97.168
usp000jfqs,Oklahoma,35.619,-97.063
usp000jfsj,Colorado,37.085,-104.865
usp000jfuv,Texas,31.805,-106.312
usp000jfvb,Colorado,37.002,-104.925
usp000jfxu,Oklahoma,35.621,-97.069
usp000jg14,Oklahoma,35.593,-97.297
usp000jg1d,Oklahoma,35.446,-96.572
nm609360,Arkansas,35.3908333,-91.6908333
usp000jgb8,Colorado,37.033,-104.811
usp000jgeg,New Mexico,32.281,-103.892
nm609364,Arkansas,35.3753333,-91.7093333
usp000jgs4,Oklahoma,35.505,-97.246
usp000jgyg,Colorado,37.202,-104.813
nm609366,Arkansas,35.3523333,-92.266
usp000jh1n,Oklahoma,35.437,-96.574
nm609368,Arkansas,35.3053333,-92.0665
nm609369,Arkansas,35.3075,-92.0606667
nm609370,Arkansas,35.3943333,-92.2755
usp000jh6b,Oklahoma,34.635,-95.875
usp000jh76,Oklahoma,34.589,-97.44
usp000jh9d,Texas,31.572,-106.089
usp000jhb3,Oklahoma,35.72,-97.159
nm609372,Arkansas,35.3225,-92.058
usp000jhck,Colorado,37.441,-106.509
usp000jhe6,Colorado,37.066,-104.883
usp000jhee,Oklahoma,35.687,-97.111
nm609375,Arkansas,35.6568333,-91.4163333
nm609376,Arkansas,35.379,-92.1208333
nm609377,Arkansas,35.3725,-92.0928333
nm609378,Arkansas,35.3815,-92.1091667
usp000jhs0,Oklahoma,35.523,-96.774
nm609379,Arkansas,35.3745,-92.099
usp000jhxr,Oklahoma,34.944,-96.001
nm609383,Arkansas,35.3588333,-92.0913333
nm609384,Arkansas,35.3628333,-92.0898333
usp000jj26,Oklahoma,35.53,-96.759
usp000jj2q,Oklahoma,34.818,-96.245
usp000jjby,Oklahoma,35.58,-97.07
nm609389,Arkansas,36.4486667,-92.858
nm609391,Arkansas,35.33433,-92.57367
usp000jjme,Oklahoma,35.547,-96.751
nm609392,Arkansas,35.3305,-92.5703333
usp000jjpz,Oklahoma,35.534,-96.748
usp000jjts,Oklahoma,35.53,-96.76
nm609399,Arkansas,35.4141667,-92.3888333
nm609404,Arkansas,35.3396667,-92.561
nm609405,Arkansas,35.3388333,-92.5683333
nm609407,Arkansas,35.4691667,-92.2126667
usp000jk4s,New Mexico,36.893,-104.802
usp000jk55,Oklahoma,34.984,-97.657
usp000jk56,Oklahoma,35.077,-97.496
nm609409,Arkansas,35.4995,-92.4383333
nm609410,Arkansas,35.3041667,-92.0461667
usp000jk92,Texas,31.964,-94.465
usp000jk98,Oklahoma,35.51,-96.781
usp000jk9r,Oklahoma,35.512,-96.788
usp000jka1,Oklahoma,34.983,-97.638
usp000jkab,New Mexico,36.896,-104.772
usp000jkd5,Oklahoma,35.596,-97.31
usp000jkd6,Oklahoma,35.539,-97.303
usp000jkhb,Texas,31.926,-94.369
usp000jkpw,Texas,31.904,-94.458
usp000jkv5,Colorado,37.123,-104.743
nm609420,Arkansas,35.8545,-92.1911667
usp000jkxz,Texas,31.878,-94.394
usp000jkyf,Missouri,38.358,-93.622
usp000jkzy,Oklahoma,34.861,-95.608
usp000jmaa,Texas,32.36,-97.344
nm609426,Arkansas,36.4816667,-92.832
nm609427,Arkansas,35.3006667,-92.158
nm609431,Arkansas,35.264,-92.1891667
nm609432,Arkansas,35.2701667,-92.1961667
nm609436,Arkansas,36.0163333,-91.2856667
usp000jmpv,Oklahoma,35.552,-97.264
usp000jmpw,Oklahoma,35.535,-97.311
usp000jmqd,Oklahoma,35.549,-97.238
usp000jmqm,Colorado,37.208,-104.609
usp000jmqr,Oklahoma,35.46,-96.7
usp000jmr4,Colorado,37.158,-104.55
usp000jms4,Oklahoma,35.407,-97.434
usp000jmst,Texas,32.462,-97.273
nm609439,Arkansas,36.0156667,-91.362
usp000jmub,Texas,31.878,-94.434
usp000jn43,Texas,32.401,-97.246
usp000jn6m,Texas,32.474,-97.289
nm609457,Arkansas,35.4743333,-92.288
usp000jn77,Texas,32.443,-97.272
usp000jn83,Texas,32.357,-97.232
usp000jncs,Texas,32.367,-97.311
nm609463,Missouri,36.5618333,-90.7408333
nm609464,Arkansas,35.4243333,-92.399
nm609465,Arkansas,35.6651667,-91.7556667
usp000jng2,Oklahoma,35.479,-97.345
usp000jnje,Oklahoma,35.585,-97.331
usp000jnke,Colorado,37.185,-104.751
usp000jnp5,Texas,32.43,-97.276
usp000jnp6,Oklahoma,35.539,-96.791
usp000jnrn,Oklahoma,35.393,-96.478
nm609473,Arkansas,35.4295,-92.4013333
usp000jntr,Texas,32.476,-97.266
nm609474,Arkansas,35.3013333,-92.6255
usp000jnun,Texas,32.445,-97.291
usp000jnv3,Texas,32.438,-97.237
nm609475,Arkansas,35.2975,-92.6426667
usp000jnz1,Texas,32.499,-97.323
usp000jphm,Texas,32.363,-97.376
usp000jpmz,Oklahoma,35.402,-96.576
usp000jpng,Oklahoma,35.497,-96.824
usp000jpnp,Oklahoma,35.532,-96.757
usp000jppt,Oklahoma,35.558,-96.754
usp000jprh,Oklahoma,35.5,-97.254
usp000jpts,Oklahoma,35.66,-97.3
usp000jpx0,New Mexico,36.941,-104.874
nm609497,Arkansas,35.4405,-92.513
usp000jpy7,Oklahoma,35.373,-96.502
usp000jq06,Oklahoma,35.395,-96.587
nm609499,Arkansas,35.4651667,-92.3451667
nm609500,Arkansas,35.4723333,-92.333
usp000jq51,Oklahoma,35.544,-96.759
usp000jq6x,Texas,35.372,-101.905
nm609504,Arkansas,36.3345,-91.1373333
nm609507,Arkansas,35.4906667,-92.3133333
usp000jqek,Oklahoma,35.53,-96.777
nm609509,Arkansas,35.24,-92.3795
nm609510,Arkansas,35.2296667,-92.3698333
nm609511,Arkansas,35.2416667,-92.3738333
nm609514,Arkansas,35.2318333,-92.3778333
nm609515,Arkansas,35.2316667,-92.3668333
nm609516,Arkansas,35.239,-92.3755
usp000jqpa,Oklahoma,35.422,-97.314
nm609521,Arkansas,36.2458333,-91.7861667
usp000jqru,Oklahoma,35.64,-97.282
nm609524,Arkansas,35.3515,-92.1676667
nm609526,Missouri,38.2095,-91.1811667
nm609527,Arkansas,35.5811667,-92.2695
usp000jrh6,Oklahoma,35.749,-97.519
usp000js12,Oklahoma,35.375,-96.537
usp000jsan,Texas,35.513,-102.803
usp000jsfc,Colorado,37.057,-104.916
usp000jsfr,Colorado,37.024,-104.901
nm609548,Arkansas,36.1456667,-91.0293333
nm609549,Arkansas,36.2283333,-91.2981667
usp000jt9a,Texas,32.842,-96.976
usp000jt9b,Texas,32.815,-96.962
usp000jta6,Oklahoma,35.523,-96.779
usp000jta7,Oklahoma,35.528,-96.782
usp000jtaw,Texas,32.841,-96.93
nm609557,Arkansas,34.3916667,-92.7261667
usp000jtsd,Oklahoma,36.083,-97.386
usp000jttp,Oklahoma,35.554,-97.366
usp000ju2v,Texas,32.557,-97.019
usp000ju31,Oklahoma,35.67,-97.111
usp000ju8s,Oklahoma,35.653,-97.215
nm609569,Arkansas,35.5211667,-92.2245
nm609572,Arkansas,35.5146667,-92.2336667
nm609573,Arkansas,35.5218333,-92.2305
nm609574,Arkansas,35.5115,-92.2415
nm609575,Arkansas,35.5108333,-92.2398333
nm609576,Arkansas,35.5063333,-92.235
usp000juj8,Oklahoma,35.422,-96.537
nm609577,Arkansas,35.5196667,-92.218
nm609578,Missouri,36.6025,-91.6568333
nm609580,Arkansas,35.5121667,-92.2446667
usp000juqz,Oklahoma,35.497,-97.277
usp000juts,Oklahoma,35.502,-97.27
usp000juv5,Oklahoma,35.932,-96.878
usp000jv2m,Colorado,37.057,-104.94
usp000jvdm,Oklahoma,36.663,-97.387
usp000jvhd,Colorado,37.068,-104.897
usp000jvq0,Oklahoma,36.661,-97.381
usp000jvst,Colorado,37.031,-104.844
usp000jvv8,Texas,32.622,-97.157
usp000jvw2,Oklahoma,35.707,-97.463
usp000jvwr,Oklahoma,35.715,-97.457
usp000jw6j,Oklahoma,35.703,-97.435
usp000jwd9,Oklahoma,35.499,-97.341
usp000jwdq,Oklahoma,35.454,-96.529
usp000jweu,Colorado,37.033,-104.938
nm609606,Arkansas,35.448,-92.307
nm609607,Arkansas,35.4645,-92.287
nm609609,Arkansas,36.3601667,-91.212
usp000jwmu,Texas,31.873,-94.401
usp000jwns,Texas,32.947,-100.799
usp000jwp6,Oklahoma,35.386,-96.492
nm609611,Arkansas,36.1648333,-91.5441667
usp000jwvd,Oklahoma,35.532,-96.759
nm609617,Arkansas,35.4436667,-92.2383333
usp000jwvx,Colorado,37.054,-104.96
usp000jww4,Oklahoma,35.37,-96.496
usp000jwwh,Texas,32.645,-97.32
usp000jwxd,New Mexico,36.967,-104.813
usp000jx06,Texas,35.306,-100.067
usp000jx1m,Oklahoma,36.128,-96.855
nm609621,Arkansas,35.4618333,-92.2858333
usp000jx9c,Texas,31.905,-94.414
usp000jxd3,Colorado,36.999,-104.856
nm609632,Arkansas,35.4828333,-92.4125
nm609633,Arkansas,35.4485,-92.313
nm609636,Arkansas,35.4938333,-92.397
nm609638,Arkansas,35.5035,-92.4478333
usp000jxq4,Oklahoma,34.175,-97.524
usp000jxsv,Oklahoma,35.38,-96.515
nm609757,Arkansas,35.8918333,-91.9481667
usp000jy09,Colorado,37.066,-104.563
usp000jy2z,Oklahoma,35.454,-97.275
usc000ew04,Kansas,39.743,-97.95
usp000jy6v,Oklahoma,35.613,-97.23
usp000jyfr,Oklahoma,35.619,-97.337
usb000eq4u,Oklahoma,35.592,-97.356
usb000eq9n,Oklahoma,35.599,-97.345
usp000jyjd,Oklahoma,35.603,-97.426
usp000jyje,Oklahoma,35.614,-97.402
usp000jyph,Oklahoma,35.596,-97.364
usp000jyr7,Texas,32.894,-97.004
usc000ev85,Texas,31.844,-94.3
nm609767,Arkansas,35.2608333,-92.3353333
nm609768,Arkansas,35.2933333,-92.3078333
usc000exeh,Texas,31.866,-94.389
nm609770,Arkansas,36.1396667,-90.882
usc000ezjq,Texas,31.939,-94.466
usp000jyy3,Oklahoma,34.869,-97.399
usc000ezyg,Oklahoma,34.904,-97.427
usc000f31i,Texas,31.545,-94.162
usc000f4g2,Colorado,37.071,-104.863
us2013lmdr,Oklahoma,35.509,-97.239
us2013lnc4,Oklahoma,35.462,-96.539
nm609785,Arkansas,35.4618333,-92.1795
nm609786,Arkansas,35.6848333,-93.0275
nm609787,Arkansas,35.6921667,-93.0166667
us2013luad,Oklahoma,35.448,-97.259
nm609796,Arkansas,35.4931667,-92.1523333
nm609798,Arkansas,35.5058333,-92.4236667
usc000fcgj,Texas,32.462,-96.912
usc000fch3,Texas,32.526,-96.91
usc000fckx,Texas,32.462,-96.872
usp000jzhu,Oklahoma,35.635,-97.386
usc000fdxl,Oklahoma,35.476,-97.234
usc000fe1c,Oklahoma,35.46,-97.335
usp000jzm1,Colorado,37.317,-105.002
usc000ffsp,Oklahoma,34.191,-96.681
nm609807,Arkansas,36.1571667,-91.1078333
nm609809,Arkansas,35.5015,-92.4261667
nm609810,Arkansas,35.4621667,-92.2231667
usc000fh2g,Oklahoma,35.545,-96.719
usb000fi8l,Oklahoma,35.554,-97.312
us2013mpar,Texas,32.503,-97.499
us2013mqb1,Oklahoma,35.513,-96.808
usb000fiy5,Oklahoma,35.417,-96.548
nm609816,Arkansas,36.3288333,-91.2621667
nm609818,Arkansas,35.5158333,-92.43
usb000fm45,Oklahoma,35.521,-96.783
usb000fmk3,Texas,32.491,-96.85
usp000jzt4,Texas,32.48,-96.887
usb000fq2j,Oklahoma,35.482,-96.803
nm609819,Missouri,36.7366667,-91.7166667
nm609820,Missouri,36.6175,-92.3498333
usb000fq9y,Oklahoma,35.492,-97.381
usb000fqrf,Oklahoma,35.467,-97.396
usb000frh9,Oklahoma,35.322,-96.504
nm609825,Arkansas,35.5041667,-92.4325
usb000fti2,Oklahoma,35.617,-97.226
usb000fuc7,Oklahoma,35.614,-97.194
nm609831,Arkansas,35.514,-92.4515
nm609833,Arkansas,35.52,-92.4325
usp000k00c,New Mexico,35.558,-105.91
nm609835,Arkansas,35.4963333,-92.3866667
nm609838,Arkansas,35.546,-92.5416667
nm609839,Arkansas,35.5501667,-92.5638333
nm609840,Arkansas,35.5415,-92.5618333
usb000fzfy,Oklahoma,34.924,-95.958
nm609841,Arkansas,35.5491667,-92.5465
usp000k02t,Oklahoma,35.529,-97.12
usp000k03u,Oklahoma,35.527,-97.111
nm609845,Missouri,38.5706667,-91.3263333
usb000g62l,Oklahoma,35.694,-97.459
nm609849,Arkansas,35.5123333,-92.4208333
nm609853,Arkansas,35.3051667,-92.6691667
usb000g7s0,Oklahoma,35.677,-97.094
usb000g7s8,Oklahoma,35.686,-97.089
usb000g7t1,Oklahoma,35.672,-97.108
usb000g7t3,Oklahoma,35.674,-97.106
us2013pbdy,Oklahoma,35.684,-97.09
us2013pbdz,Oklahoma,35.67,-97.109
us2013pbd1,Oklahoma,35.678,-97.089
usp000k08c,Oklahoma,35.677,-97.105
usb000g7we,Oklahoma,35.681,-97.098
usp000k08j,Oklahoma,35.684,-97.093
usp000k08m,Oklahoma,35.697,-97.067
usp000k08n,Oklahoma,35.685,-97.082
usp000k08p,Oklahoma,35.675,-97.08
us2013pbbc,Oklahoma,35.69,-97.092
us2013pbb1,Oklahoma,35.694,-97.093
us2013pbbf,Oklahoma,35.671,-97.119
us2013pbb2,Oklahoma,35.668,-97.115
usb000g85t,Oklahoma,35.673,-97.114
usb000g986,Oklahoma,35.679,-97.107
us2013pbd2,Oklahoma,35.687,-97.077
usb000g98y,Oklahoma,35.663,-97.126
us2013pbd3,Oklahoma,35.669,-97.114
usb000g8hh,Oklahoma,35.533,-96.764
usb000g8jc,Oklahoma,35.663,-97.12
usb000g8pv,Oklahoma,35.659,-97.125
usb000g932,Oklahoma,35.682,-97.077
usb000g94y,Oklahoma,35.681,-97.079
us2013pcbd,Oklahoma,35.659,-97.123
us2013pcb9,Oklahoma,35.685,-97.082
us2013pcbh,Oklahoma,35.686,-97.083
usb000g9yl,Texas,31.817,-97.088
usb000gbuu,Oklahoma,35.702,-97.06
usb000gch3,Oklahoma,35.508,-97.055
usb000gc35,Oklahoma,35.657,-97.138
usb000gchy,Oklahoma,35.657,-97.138
usb000gci6,Colorado,36.973,-104.875
usb000gd1n,Oklahoma,35.577,-96.757
usb000geru,Oklahoma,35.612,-97.258
usb000gef3,Oklahoma,35.679,-97.104
usb000gf1g,Oklahoma,35.69,-97.089
usb000gfbd,Oklahoma,35.669,-97.112
usb000gfeb,Oklahoma,35.667,-97.126
us2013plag,Texas,35.424,-100.238
us2013plaw,Oklahoma,35.716,-97.095
us2013pmc7,Oklahoma,35.656,-97.126
us2013pmc8,Oklahoma,35.664,-97.129
usb000ggy2,Oklahoma,34.135,-96.808
usb000gjgg,Oklahoma,35.556,-97.27
nm609866,Arkansas,35.4945,-92.4021667
nm609867,Arkansas,35.4856667,-92.4016667
nm609869,Arkansas,35.474,-92.4093333
nm609870,Arkansas,35.5183333,-92.434
us2013pwam,Texas,32.946,-100.795
nm609873,Arkansas,35.4895,-92.4013333
nm609875,Arkansas,35.4945,-92.402
usa000hjmj,Texas,32.971,-100.846
nm609877,Arkansas,35.4951667,-92.4005
nm609878,Arkansas,35.4918333,-92.4005
nm609879,Arkansas,35.4855,-92.3926667
usc000gqtl,Texas,32.945,-100.825
nm609883,Arkansas,35.492,-92.3948333
usc000gsrk,Oklahoma,35.541,-97.25
nm609886,Arkansas,35.5023333,-92.3911667
usc000gw1m,Texas,31.149,-104.777
usp000k0pk,Texas,35.855,-100.319
nm609889,Arkansas,35.5176667,-92.4346667
usc000gx77,Oklahoma,35.506,-97.11
nm609890,Arkansas,35.5036667,-92.3913333
nm609891,Arkansas,35.4868333,-92.3978333
nm609892,Arkansas,35.5171667,-92.439
usb000gyvb,New Mexico,36.931,-104.714
usb000h29v,Oklahoma,36.651,-97.664
nm609894,Arkansas,35.488,-92.39
nm609895,Arkansas,35.4995,-92.2506667
usb000gzfa,Oklahoma,35.666,-97.105
nm609896,Arkansas,35.4896667,-92.3888333
us2013qkfr,Colorado,37.158,-104.91
nm609899,Arkansas,35.9478333,-91.3005
nm609900,Arkansas,35.9566667,-91.2948333
nm609901,Arkansas,35.9518333,-91.2891667
nm609902,Arkansas,35.9363333,-91.2738333
nm609903,Arkansas,35.9483333,-91.2843333
nm609904,Arkansas,35.9411667,-91.275
usp000k0vf,Oklahoma,35.89,-96.82
usp000k0vg,Oklahoma,34.074,-96.573
nm609905,Arkansas,35.937,-91.2818333
nm609906,Arkansas,35.4855,-92.3988333
nm609907,Arkansas,35.4923333,-92.4
nm609908,Arkansas,35.488,-92.394
nm609909,Arkansas,35.4881667,-92.3946667
nm609910,Arkansas,35.4936667,-92.3993333
nm609911,Arkansas,35.2795,-92.6805
usb000h7g9,Oklahoma,36.652,-97.662
nm609912,Arkansas,35.2991667,-92.715
nm609913,Arkansas,35.2846667,-92.6823333
nm609914,Arkansas,35.4831667,-92.4045
nm609915,Arkansas,35.4836667,-92.1501667
nm609916,Arkansas,35.3043333,-92.7066667
nm609917,Arkansas,35.2796667,-92.691
nm609918,Arkansas,35.2856667,-92.6973333
nm609919,Arkansas,35.2921667,-92.7
nm609920,Arkansas,35.2843333,-92.6946667
nm609922,Arkansas,35.2981667,-92.7145
nm609923,Arkansas,35.2911667,-92.6835
us2013qpfm,Texas,32.973,-100.886
nm609924,Arkansas,35.2786667,-92.6901667
nm609926,Arkansas,35.2856667,-92.6868333
nm609927,Arkansas,35.2985,-92.666
nm609928,Arkansas,35.3056667,-92.6945
nm609930,Arkansas,35.29,-92.6911667
nm609931,Arkansas,35.2935,-92.7191667
nm609932,Arkansas,35.2926667,-92.6848333
nm609933,Arkansas,35.2903333,-92.6925
nm609935,Arkansas,35.2866667,-92.6931667
nm609936,Arkansas,35.285,-92.6945
nm609937,Arkansas,35.2868333,-92.6803333
nm609938,Arkansas,35.2781667,-92.6916667
nm609939,Arkansas,35.2848333,-92.68
nm609940,Arkansas,35.2868333,-92.6825
nm609941,Arkansas,35.2818333,-92.6855
usb000h6l4,Oklahoma,35.444,-97.475
nm609942,Arkansas,35.2868333,-92.7003333
nm609943,Arkansas,35.2846667,-92.6923333
nm609945,Arkansas,35.2871667,-92.6756667
nm609946,Arkansas,35.2845,-92.686
nm609947,Arkansas,35.2846667,-92.6851667
usb000h6ye,Oklahoma,34.075,-96.59
nm609948,Arkansas,35.2811667,-92.6806667
nm609949,Arkansas,35.2896667,-92.6816667
usb000h97m,Oklahoma,35.469,-97.004
nm609950,Arkansas,35.3568333,-92.8211667
nm609951,Arkansas,35.5075,-92.401
usb000hb8n,Oklahoma,35.529,-97.027
usp000k11q,Texas,31.86,-94.332
usb000haay,Oklahoma,34.136,-96.642
usb000hbt8,Oklahoma,35.493,-97.137
