order_number,well_number,approval_date,year
293213.0,1,1986-02-19,1986
286887.0,18,1985-10-11,1985
412655.0,4,1997-05-22,1997
485560.0,3,2004-01-27,2004
105519.0,4,1974-05-29,1974
88813.0,1,1972-01-17,1972
169086.0,6,1980-05-09,1980
116024.0,1,1975-10-21,1975
1502080101.0,6,1983-07-29,1983
92114.0,2,1972-07-18,1972
1502080100.0,2,2014-12-01,2014
566068.0,1,2009-03-10,2009
359222.0,4,1991-08-12,1991
800024.0,4,1998-08-26,1998
148207.0,1B,1978-12-27,1978
1500810088.0,3,2014-10-15,2014
372646.0,3,1992-11-25,1992
86807.0,3-1,1971-09-24,1971
48595.0,3,1962-04-24,1962
138151.0,CW-1,1978-02-07,1978
395193.0,1,1995-09-01,1995
70654.0,9,1968-12-16,1968
291871.0,1,1986-01-22,1986
86231.0,11-1,1971-09-07,1971
86188.0,10-1,1971-08-07,1971
621983.0,1,2014-02-25,2014
78528.0,B1,1969-12-29,1969
1006800012.0,1,2010-05-06,2010
219246.0,18-4,1982-06-23,1982
1503480027.0,5,2015-01-20,2015
33959.0,6,1957-01-14,1957
130502.0,1,1977-05-11,1977
1304430021.0,4,2013-06-05,2013
388015.0,1A,1994-11-17,1994
37554.0,5-A,1958-07-07,1958
106044.0,1,1974-06-20,1974
316222.0,2,1987-08-28,1987
149358.0,1,1979-02-05,1979
432256.0,4,1999-05-14,1999
1601810062.0,1,2015-10-07,2015
298107.0,1,1986-05-14,1986
518795.0,2,2006-01-25,2006
173590.0,5,1980-07-31,1980
225681.0,1,1982-10-05,1982
177312.0,3-A,1980-10-09,1980
473125.0,1,2003-03-04,2003
468798.0,1,2002-10-16,2002
482683.0,2,2003-11-14,2003
1601040021.0,E-2,2015-10-05,2015
205901.0,1,1982-01-06,1982
353578.0,6,1991-01-24,1991
1501130021.0,2-18,2014-09-12,2014
230066.0,2-A,1982-12-20,1982
350515.0,1-A,1990-09-27,1990
564383.0,B-2,2009-01-13,2009
257975.0,1,1984-04-24,1984
357201.0,5,1991-05-24,1991
564450.0,24-8,2009-01-15,2009
268991.0,2-C,1984-11-26,1984
652609.0,1,2016-05-12,2016
1507600039.0,4,2015-07-07,2015
286886.0,13,1985-10-11,1985
437525.0,7,1999-12-23,1999
269167.0,5,1984-11-27,1984
1507600041.0,2,2015-08-31,2015
311666.0,1,1987-04-30,1987
368501.0,1,1992-09-24,1992
1201860101.0,1,2011-10-17,2011
1205230102.0,5-20,2012-05-16,2012
465615.0,1-23,2002-07-17,2002
1507600040.0,31-1,2015-07-07,2015
1406530137.0,3,2014-02-28,2014
1006330029.0,23-1,2012-04-30,2012
377978.0,1-C,1993-11-17,1993
1103560127.0,1,2011-01-24,2011
362391.0,2-A,1992-01-02,1992
309635.0,1,1987-03-10,1987
391244.0,10,1995-04-06,1995
1504960047.0,1,2015-03-13,2015
1503060066.0,1,2015-01-20,2015
338662.0,2,1989-05-09,1989
486830.0,6,2004-03-01,2004
446353.0,2,2000-11-06,2000
364940.0,16,1992-04-23,1992
528990.0,2,2006-08-28,2006
348963.0,1,1990-07-27,1990
371135.0,2,1993-01-13,1993
354706.0,1,1991-02-28,1991
367090.0,11-11I,1992-07-17,1992
1303570020.0,7,2013-05-07,2013
377518.0,9,1993-10-28,1993
373564.0,1-9,1992-04-28,1992
1505740027.0,2,2015-11-20,2015
377111.0,1A,1993-10-11,1993
373789.0,1-15,1993-05-06,1993
1605430048.0, 2-12,2016-07-26,2016
258191.0,1,1984-04-27,1984
395191.0,1-7,1995-09-01,1995
1605430049.0,6,2016-06-13,2016
383970.0,2,1994-06-08,1994
640855.0,1-23,2015-05-19,2015
379568.0,3,1994-01-25,1994
1406770036.0,3,2014-05-07,2014
570236.0,1,2009-09-15,2009
1502220085.0,1-36,2015-02-03,2015
1505740026.0,7,2015-03-10,2015
1401430020.0,3B,2013-10-11,2013
402919.0,2-36,1996-06-25,1996
430603.0,4,1999-03-03,1999
448141.0,1,2001-01-10,2001
1605060020.0,1,2016-02-05,2016
441781.0,1,2000-06-06,2000
446348.0,1,2000-11-06,2000
1303650020.0,1,2013-07-30,2013
452964.0,1-6,2001-06-08,2001
1602460138.0,1-22,2015-11-04,2015
463795.0,2,2002-05-21,2002
1705650046.0,1,2017-02-21,2017
571878.0,1,2009-12-01,2009
528048.0,1,2006-08-03,2006
564801.0,1,2009-01-26,2009
1202260092.0,1,2011-11-29,2011
565829.0,1-35,2009-03-04,2009
565774.0,1-5,2009-03-02,2009
1005670031.0,11,2010-03-17,2010
1504030107.0,1-30,2015-03-26,2015
1405840081.0,10-2,2014-04-03,2014
1102000006.0,1-27,2010-10-15,2010
1600610096.0,26-1,2015-08-31,2015
1204450011.0,1-14,2012-03-02,2012
1300710030.0,2-A,2012-11-27,2012
1403330072.0,1,2014-08-28,2014
1505970036.0,35-11C,2015-03-26,2015
1507600030.0,1-6,2015-07-31,2015
1706640047.0,2-13,2017-04-27,2017
1707980025.0,3-22,2017-05-11,2017
1702820022.0,2-A,2017-02-16,2017
58688.0,1,1965-05-11,1965
313564.0,3,1987-06-16,1987
40912.0,2,1959-10-26,1959
563134.0,1-20,2008-12-09,2008
82707.0,4,1970-11-24,1970
477861.0,1,2003-07-08,2003
381639.0,12,1993-10-11,1993
85958.0,D-2,1971-03-01,1971
1305790081.0,4-3,2013-05-07,2013
291153.0,1,1986-01-07,1986
460181.0,1-A,2002-01-25,2002
462712.0,1,2002-04-16,2002
297234.0,2-T15,1986-04-29,1986
297235.0,1-T21,1986-04-29,1986
437313.0,20,1999-12-10,1999
340294.0,26,1989-07-21,1989
340292.0,32-2,1989-07-21,1989
433228.0,9,1999-06-23,1999
365002.0,28,1992-04-28,1992
297233.0,3-T17,1986-04-29,1986
1407950008.0,4-17,2014-07-17,2014
544716.0,2-15,2007-09-27,2007
407088.0,29,1996-11-21,1996
365001.0,31,1992-04-28,1992
374267.0,3,1993-05-28,1993
372355.0,20,1993-03-12,1993
373561.0,9,1993-04-27,1993
372357.0,22,1993-03-12,1993
433229.0,6,1999-06-23,1999
394806.0,23-2,1995-08-21,1995
340997.0,1-14,1989-08-22,1989
373326.0,15,1993-04-15,1993
373323.0,17,1993-04-15,1993
373327.0,33,1993-04-15,1993
401476.0,3-21,1996-05-01,1996
557432.0,1-5,2008-07-29,2008
373320.0,22,1993-04-15,1993
373562.0,26,1993-04-27,1993
394804.0,23-3,1995-08-21,1995
401451.0,1-21,1996-04-30,1996
437310.0,32,1999-12-10,1999
373324.0,19,1993-04-15,1993
372358.0,24,1993-03-12,1993
372356.0,29,1993-03-12,1993
373328.0,30,1993-04-15,1993
414525.0,1-20,1997-07-28,1997
373563.0,37,1993-04-27,1993
400088.0,1-20,1996-03-11,1996
373331.0,28,1993-04-15,1993
394808.0,1,1995-08-21,1995
415396.0,2,1997-08-25,1997
415397.0,1-19,1997-08-25,1997
463168.0,9C-3,2002-04-30,2002
406105.0,8B-4,1996-10-15,1996
458145.0,1-8,2001-11-13,2001
409948.0,1-8,1997-02-28,1997
401883.0,18A-3,1996-05-16,1996
495452.0,2,2004-09-24,2004
401260.0,7D-4,1996-04-24,1996
406107.0,8C-4,1996-10-15,1996
456399.0,8C-3,2001-09-21,2001
463170.0,17B-3,2002-04-30,2002
463167.0,1-9,2002-04-30,2002
417139.0,1-19,1997-10-22,1997
463171.0,17B-4,2002-04-30,2002
405785.0,18A-4,1996-10-03,1996
1200480027.0,16 B-4,2011-10-10,2011
401449.0,6-22,1996-04-30,1996
400086.0,10-20,1996-03-11,1996
494929.0,3,2004-09-14,2004
1409240045.0,41,2014-09-12,2014
1710760022.0,12,2017-07-11,2017
435008.0,44,1999-09-08,1999
435009.0,47,1999-09-08,1999
435011.0,49,1999-09-08,1999
457357.0,53,2001-10-17,2001
452318.0,10-3,2001-05-22,2001
1606000036.0,1,2016-03-15,2016
510359.0,1,2005-08-25,2005
476720.0,4-5,2003-06-06,2003
530025.0,1,2006-09-21,2006
515633.0,1,2005-11-29,2005
567059.0,1,2009-04-16,2009
567137.0,1,2009-04-17,2009
554409.0,1,2008-05-22,2008
1004990003.0,7,2010-02-19,2010
562612.0,1,2008-11-25,2008
1607840046.0,1,2016-05-26,2016
1001100159.0,1-20 SWD,2009-12-23,2009
1002310082.0,2-17,2010-02-25,2010
1402950042.0,1,2013-12-11,2013
1203730040.0,1,2012-02-23,2012
1200640084.0,17-21,2011-08-25,2011
1205960046.0,1,2012-05-16,2012
1501920116.0,17-22,2014-12-04,2014
571352.0,C-2,2009-11-02,2009
1501920117.0,4-1,2014-12-04,2014
1305790080.0,3-4,2013-05-07,2013
1305370021.0,2,2013-06-03,2013
1404470070.0,1,2014-01-29,2014
1206470025.0,1,2012-06-13,2012
1007940135.0,1,2010-07-22,2010
1201740133.0,2,2011-10-17,2011
1703540037.0,1,2016-12-19,2016
519739.0,1,2006-02-09,2006
320998.0,1,1988-01-19,1988
81900.0,3,1970-09-22,1970
435049.0,1,1999-09-08,1999
410454.0,1,1997-03-18,1997
1703290114.0,2,2016-12-05,2016
383386.0,1,1994-05-11,1994
358049.0,1-1,1991-06-24,1991
32450.0,6,1956-05-01,1956
541375.0,299,2007-07-05,2007
292765.0,1,1986-02-06,1986
1704360026.0,31,2017-01-09,2017
264230.0,1,1984-08-20,1984
92409.0,5,1972-08-02,1972
33653.0,4A,1956-11-19,1956
368822.0,791,1992-10-07,1992
404412.0,4,1996-03-07,1996
558641.0,1,2008-08-27,2008
202759.0,2,1981-11-23,1981
1000960094.0,16-D,2009-08-31,2009
570760.0,2-A,2009-10-08,2009
1703200050.0,7,2017-04-06,2017
1100780125.0,6,2010-09-14,2010
1508420050.0,2,2015-07-31,2015
239634.0,5D,1983-06-08,1983
1400090066.0,8,2013-11-06,2013
93492.0,8,1972-10-05,1972
385518.0,I-1,1994-08-17,1994
385516.0,I-2,1994-08-17,1994
362656.0,1,1992-01-15,1992
184873.0,16,1981-03-02,1981
1507710040.0,4,2015-05-11,2015
136996.0,2,1978-01-04,1978
298623.0,1,1986-05-29,1986
341782.0,1,1989-09-26,1989
1303330011.0,12,2013-02-21,2013
275506.0,59,1985-03-29,1985
1205070026.0,2,2012-03-29,2012
538673.0,10,2007-05-01,2007
227351.0,5,1982-11-01,1982
487091.0,W-6,2004-03-08,2004
259435.0,4,1984-05-18,1984
512792.0,9-A,2005-10-10,2005
369365.0,3-A,1992-10-30,1992
459319.0,C-2,2001-12-20,2001
112116.0,1,1975-04-08,1975
192825.0,2,1981-06-26,1981
538873.0,1A,2007-05-04,2007
306489.0,1,1986-12-11,1986
1301830073.0,15,2012-10-31,2012
530925.0,1,2006-10-13,2006
531816.0,4,2006-11-06,2006
1502350055.0,1882,2014-12-12,2014
1801460009.0,3A,2017-08-30,2017
570693.0,1952,2009-10-06,2009
1605640017.0,1,2016-05-20,2016
1404740043.0,1911,2014-01-17,2014
1502290079.0,1874,2015-04-22,2015
1401060002.0,1872,2013-10-25,2013
1401710015.0,2,2013-10-11,2013
232106.0,1A,1983-01-24,1983
1300360159.0,1934-W,2012-09-10,2012
1300360160.0,1915,2012-09-07,2012
1306540028.0,1-22,2013-07-05,2013
151898.0,SW-1,1979-04-12,1979
1207260044.0,1,2015-07-07,2015
559503.0,1,2008-09-15,2008
1603550002.0,1 SWD,2016-06-13,2016
1105690043.0,3,2011-04-22,2011
493386.0,1,2004-08-11,2004
308680.0,3,1987-02-11,1987
530928.0,3,2006-10-13,2006
459549.0,4,2002-01-07,2002
205897.0,1,1982-01-06,1982
251855.0,1,1984-01-13,1984
260073.0,2,1984-05-30,1984
177355.0,1-9,1980-10-14,1980
421084.0,2,1998-02-27,1998
182489.0,1,1980-01-16,1980
525802.0,D-1,2006-06-08,2006
215697.0,1,1982-05-12,1982
366313.0,1,1992-06-16,1992
297423.0,1,1986-05-01,1986
1702170100.0,2,2017-01-20,2017
521620.0,3-A,2006-03-13,2006
1702540096.0,1,2016-11-15,2016
198798.0,2,1981-09-18,1981
246254.0,1,1983-10-11,1983
458298.0,2,2001-11-16,2001
480323.0,3,2003-09-11,2003
330598.0,1,1988-09-21,1988
225785.0,12W,1982-10-05,1982
573654.0,1,2010-02-23,2010
551885.0,1,2008-03-27,2008
239112.0,6,1983-05-27,1983
298624.0,1,1986-05-29,1986
305953.0,21,1986-11-26,1986
366486.0,3D,1992-06-22,1992
569014.0,1-34,2009-07-14,2009
286751.0,12,1985-10-09,1985
328081.0,1-A,1988-07-14,1988
358173.0,6-27,1991-06-27,1991
270092.0,1,1984-12-14,1984
385515.0,I-1,1994-08-17,1994
290149.0,1,1985-12-13,1985
377880.0,6-21,1993-11-12,1993
1507630040.0,3,2015-06-12,2015
1305220001.0,3,2013-05-23,2013
436927.0,1,1999-11-24,1999
381339.0,1-27,1994-03-24,1994
1505620069.0,12,2015-04-22,2015
354320.0,3A,1991-03-13,1991
261042.0,2,1984-06-18,1984
261040.0,1W,1984-06-18,1984
1103670149.0,2,2011-02-15,2011
1302350177.0,3-27,2013-04-01,2013
262187.0,3,1984-07-11,1984
310650.0,23,1987-04-03,1987
277463.0,9,1985-06-01,1985
343259.0,4,1989-11-30,1989
354695.0,9,1991-02-28,1991
490263.0,1-5,2004-05-19,2004
1007180023.0,6,2010-06-17,2010
328427.0,4,1988-07-22,1988
1004350093.0,6,2011-05-10,2011
318435.0,8,1987-10-28,1987
1004470063.0,19,2011-09-21,2011
1402280021.0,1,2013-12-27,2013
428714.0,1,1998-12-08,1998
518258.0,6,2006-01-18,2006
408050.0,3-B,1996-12-20,1996
400011.0,1,1996-03-07,1996
376667.0,1,1993-09-22,1993
322751.0,10,1988-03-04,1988
415717.0,PF-6,1997-09-05,1997
542645.0,6-1,2007-08-02,2007
1102370070.0,2,2011-02-10,2011
1107000043.0,PG#4,2011-10-24,2011
1006840137.0,PG-6,2010-07-30,2010
1006070137.0,7,2010-07-30,2010
342683.0,621W,1989-11-02,1989
366019.0,641W,1989-10-04,1989
398258.0,1,1995-12-27,1995
343616.0,785W,1989-12-15,1989
348851.0,3-3,1990-07-23,1990
521958.0,2-S,2006-03-22,2006
1403340104.0,6,2014-01-21,2014
546015.0,2-B,2007-10-30,2007
362957.0,1-A,1992-01-29,1992
1301180008.0,D-2,2012-10-22,2012
404087.0,36-2,1996-08-07,1996
1107840100.0,5X,2011-07-28,2011
384992.0,5A,2001-01-01,2001
185562.0,6,1981-03-10,1981
387163.0,2,1994-10-18,1994
185554.0,7,1981-03-10,1981
389073.0,I-4,1994-12-29,1994
389071.0,I-6,1994-12-29,1994
1101410006.0,2,2011-04-13,2011
402872.0,2A,1996-06-24,1996
562608.0,1-21,2008-11-25,2008
532387.0,6A,2006-11-17,2006
1102140097.0,1-34,2010-12-06,2010
1604470015.0,1-7,2016-02-05,2016
548788.0,1,2008-01-11,2008
548787.0,7,2008-01-11,2008
569311.0,6,2009-07-28,2009
1603770072.0,#1-9,2016-01-11,2016
566722.0,1-11,2009-04-06,2009
569516.0,2-10,2009-08-06,2009
567060.0,18,2009-04-16,2009
487088.0,W-1,2004-03-08,2004
487094.0,W-9,2004-03-08,2004
487093.0,W-8,2004-03-08,2004
487090.0,W-4,2004-03-08,2004
487196.0,W-2,2004-03-09,2004
497410.0,66,2004-11-10,2004
508684.0,1,2005-07-25,2005
555922.0,2-1,2008-06-27,2008
511699.0,1-A,2005-09-23,2005
1003010136.0,7-10,2009-12-11,2009
538999.0,48,2007-05-08,2007
560512.0,18,2008-10-08,2008
569307.0,16,2009-07-28,2009
568273.0,1,2009-06-10,2009
1505130047.0,2,2015-03-10,2015
564807.0,1-8,2009-01-26,2009
1204760109.0,13,2012-05-17,2012
1005510083.0,2,2010-03-16,2010
1105650003.0,5-8F,2011-04-21,2011
1301180004.0,1-30,2012-09-14,2012
1305980089.0,W2,2013-05-20,2013
1501930069.0,1-7,2015-04-15,2015
1506360045.0,5,2015-04-14,2015
1605610018.0,10-1,2016-04-12,2016
1703050011.0,5D,2016-12-20,2016
582339.0,644,2011-01-27,2011
110012.0,3,1975-01-06,1975
252069.0,1-29,1984-01-17,1984
273174.0,1,1985-02-13,1985
98737.0,15,1973-07-17,1973
201287.0,3,1981-10-26,1981
335764.0,29,1989-02-23,1989
221183.0,5,1982-07-21,1982
205487.0,30,1954-08-02,1954
400900.0,1,1996-04-10,1996
32278.0,1A,1956-03-27,1956
546750.0,2,2007-11-19,2007
413087.0,D-3,1969-05-19,1969
1005010044.0,2A,2010-03-15,2010
1706650010.0,34,2017-05-22,2017
1501520022.0,32,2016-08-19,2016
556239.0,46,2008-07-03,2008
1202670045.0,43,2013-08-07,2013
1006020003.0,47,2010-06-02,2010
1006020004.0,48,2010-07-14,2010
530828.0,5,2006-10-11,2006
569517.0,6,2009-08-06,2009
346937.0,2,1990-05-04,1990
75772.0,19A,1969-07-25,1969
210017.0,16,1982-03-03,1982
335042.0,9,1989-02-03,1989
233518.0,1A,1983-02-17,1983
1403130014.0,9,2014-07-17,2014
1706960021.0,18,2017-06-21,2017
1407730064.0,20,2014-06-24,2014
1202060168.0,W-23,2012-01-17,2012
1406370078.0,1,2016-04-28,2016
351838.0,A-1,1990-11-16,1990
54013.0,SWD,1964-01-28,1964
185945.0,1,1981-03-17,1981
1304960067.0,5,2013-06-13,2013
521078.0,WS-2,2006-03-02,2006
387861.0,25,1994-11-10,1994
44899.0,1,1961-03-23,1961
342878.0,3,1989-11-14,1989
64919.0,3 SWD,1967-01-30,1967
65769.0,2-A,1967-05-08,1967
45645.0,2-A,1961-06-06,1961
86329.0,3-A,1971-08-21,1971
1304620105.0,6,2013-08-01,2013
111963.0,3,1975-03-31,1975
251554.0,1,1984-01-10,1984
1103690046.0,1SWD,2011-01-12,2011
195775.0,3,1981-08-06,1981
313566.0,5,1987-06-16,1987
247164.0,4-A,1983-10-25,1983
1706540025.0,2,2017-08-28,2017
449254.0,1-W,2001-02-20,2001
250420.0,14,1990-12-20,1990
178972.0,3,1980-11-05,1980
1407700056.0,50,2014-10-13,2014
81976.0,1,1970-09-25,1970
1400290055.0,56,2013-09-19,2013
377847.0,1,1993-11-10,1993
1702030055.0,20,2016-11-03,2016
189759.0,2,1981-05-07,1981
178971.0,4,1980-11-05,1980
95684.0,1,1973-01-30,1973
1701640014.0,4,2016-09-29,2016
245385.0,2,1983-09-21,1983
384462.0,12,1994-06-30,1994
242488.0,15,1983-07-26,1983
316735.0,2,1987-09-15,1987
120836.0,1,1976-04-21,1976
322656.0,4,1988-03-02,1988
350964.0,C-1,1990-10-15,1990
666090.0,4A,2017-07-18,2017
340170.0,1,1989-07-17,1989
338663.0,11,1989-05-09,1989
333253.0,1,1988-12-13,1988
394850.0,1,1995-08-22,1995
257324.0,5-A,1984-04-12,1984
1006430004.0,50,2010-06-23,2010
1202850092.0,36,2012-01-17,2012
556244.0,36,2008-07-03,2008
432264.0,B25,1999-05-14,1999
335767.0,39,1989-02-23,1989
335766.0,38,1989-02-23,1989
253832.0,1-4,1984-02-16,1984
1305820017.0,1-A,2013-05-20,2013
163174.0,SWD-1,1980-01-23,1980
333254.0,1-C,1988-12-13,1988
414602.0,18,1980-09-16,1980
250419.0,1,1983-12-20,1983
259437.0,B-1,1984-05-18,1984
167407.0,1-B,1980-04-09,1980
202751.0,1,1981-11-23,1981
335722.0,3,1989-02-22,1989
320885.0,2,1988-01-15,1988
192564.0,5,1981-06-19,1981
1206040032.0,1,2012-05-16,2012
555926.0,10-1,2008-06-27,2008
307726.0,2,1987-01-14,1987
296650.0,12A,1986-04-22,1986
236836.0,23,1983-04-15,1983
1707070081.0,A-1,2017-07-31,2017
216716.0,1,1982-05-24,1982
385635.0,2,1994-08-23,1994
220207.0,7,1982-07-08,1982
205493.0,2,1982-01-04,1982
336761.0,3,1989-03-15,1989
458268.0,105,2001-11-15,2001
344419.0,2,1990-01-24,1990
528852.0,3,2006-08-24,2006
556891.0,3,2008-07-18,2008
361123.0,4,1991-10-31,1991
296369.0,2-2,1986-04-17,1986
1007980039.0,4,2010-10-15,2010
376510.0,11,1993-09-15,1993
1008250008.0,1,2010-07-28,2010
209070.0,1-A,1982-02-18,1982
1006430172.0,3A,2010-05-20,2010
263710.0,1,2002-12-04,2002
327912.0,10,1988-07-11,1988
235998.0,B-5,1983-03-31,1983
399605.0,4,1996-02-22,1996
250417.0,8,1983-12-20,1983
300867.0,2,1986-07-23,1986
253277.0,1,1984-02-06,1984
378809.0,4,1993-12-21,1993
312582.0,3,1987-05-21,1987
268989.0,S,1984-11-26,1984
559148.0,2-A,2008-09-08,2008
302273.0,1,1986-08-29,1986
1400290054.0,55,2013-09-18,2013
383918.0,5,1994-06-07,1994
367243.0,6,1992-07-24,1992
1203170035.0,27-6 SWD,2012-02-13,2012
498073.0,4,2004-11-24,2004
401643.0,7,1996-05-07,1996
340034.0,3,1989-07-11,1989
391187.0,4-10,1995-04-04,1995
395944.0,1,1995-10-02,1995
544017.0,15-2,2007-09-11,2007
355700.0,22-4,1991-04-01,1991
323005.0,4,1988-03-10,1988
566509.0,4-29,2009-03-27,2009
1702110059.0,34-1D,2016-10-11,2016
283303.0,15-1D,1985-08-05,1985
1700330096.0,1-A,2016-11-16,2016
321553.0,10,1988-02-01,1988
293987.0,4-2D,1986-03-03,1986
287615.0,3,1985-10-28,1985
403701.0,11,1996-07-22,1996
356456.0,3,1991-04-26,1991
657925.0,9-1D,2016-11-15,2016
289677.0,1,1985-12-06,1985
485351.0,3-26,2004-01-22,2004
1207530033.0,9-D,2012-07-10,2012
1706920015.0,6,2017-05-08,2017
497181.0,8-10,2004-11-04,2004
393974.0,1-16B,1995-07-18,1995
363956.0,5-16,1992-03-12,1992
1101940140.0,1-35,2010-11-18,2010
328400.0,2,1988-07-21,1988
371006.0,10-3,1993-01-06,1993
352098.0,2,1990-11-28,1990
367836.0,3-35,1992-08-25,1992
567838.0,3,2009-05-21,2009
465057.0,10-A,2002-06-27,2002
515070.0,1A,2005-11-18,2005
570759.0,1,2009-10-08,2009
524815.0,14,2006-05-12,2006
1006430002.0,23,2010-09-21,2010
364903.0,2,1992-05-28,1992
543880.0,1,2007-09-06,2007
1001270033.0,6-31,2009-09-21,2009
1710800003.0,42740,2017-07-27,2017
1001030001.0,2-33,2009-10-05,2009
1302620057.0,8-9,2012-12-10,2012
563066.0,1,2008-12-08,2008
570237.0,1,2009-09-15,2009
1301750140.0,1,2012-10-10,2012
656631.0,1 SWD,2016-10-04,2016
1302370106.0,1-21 INJ,2012-11-01,2012
1202850094.0,31,2012-01-17,2012
1100690161.0,2-28,2010-09-13,2010
1104650004.0,1SWD,2011-02-11,2011
1503050152.0,41,2015-05-01,2015
1202850093.0,16,2012-01-17,2012
1406700034.0,10,2014-10-13,2014
657924.0,1-29H,2016-11-15,2016
1202850091.0,14,2012-01-12,2012
1202850090.0,15,2012-01-12,2012
1704480004.0,1-32 SWD,2017-01-20,2017
1203590004.0,1-33 SWD,2012-01-26,2012
1301750139.0,1-27 SWD,2012-10-22,2012
1704620040.0,1-6 SWD,2017-01-27,2017
1705860029.0,1-15D,2017-03-29,2017
1402140092.0,13,2013-11-04,2013
1208330036.0,1-20,2012-08-07,2012
1302410010.0,1-17 SWD,2012-11-01,2012
1304690092.0,1 SWD,2013-04-17,2013
1305940051.0,1-35 SWD,2013-07-11,2013
1400210163.0,13A,2013-09-17,2013
1400210164.0,14A,2013-09-17,2013
1400210165.0,13A,2013-09-17,2013
1404500073.0,3A,2015-04-24,2015
1608740065.0,1,2016-07-20,2016
1405380033.0,23,2014-12-01,2014
1705970026.0,1-31 SWD,2017-03-24,2017
1409440029.0,1-26 SWD,2014-08-06,2014
1505420128.0,2-16,2015-03-16,2015
1506050236.0,4-36,2015-08-07,2015
659814.0,1,2017-01-11,2017
1509100002.0,1-31,2016-05-20,2016
1609620049.0,12-36,2016-08-08,2016
1701780004.0,3,2017-04-05,2017
63670.0,1,1966-09-19,1966
1501210045.0,8,2014-11-24,2014
1604460083.0,12-8S,2016-01-26,2016
144282.0,1,1978-08-21,1978
187185.0,1,1981-03-31,1981
46902.0,1,1961-10-24,1961
83958.0,1,1971-03-01,1971
1206450005.0,1-17,2012-04-18,2012
534079.0,2,2007-01-09,2007
428032.0,1,1998-11-09,1998
247938.0,2,1983-11-04,1983
1602200112.0,2,2015-11-03,2015
482835.0,6,2003-11-19,2003
41488.0,2,1960-01-13,1960
515143.0,2,2005-11-21,2005
366842.0,3-9,1992-07-08,1992
546357.0,3,2007-11-07,2007
32904.0,1,1956-06-26,1956
552926.0,6-2,2008-04-21,2008
278443.0,1,1985-05-16,1985
304421.0,3,1986-10-21,1986
513968.0,3,2005-10-28,2005
1700360016.0,1,2016-09-27,2016
49259.0,1,1962-06-25,1962
372128.0,3-C,1993-03-04,1993
89097.0,17,1972-02-03,1972
1203850047.0,1,2012-01-23,2012
1201580005.0,3,2012-06-11,2012
386413.0,3,1994-09-21,1994
111817.0,1,1975-03-25,1975
434970.0,3,1999-09-07,1999
1006020010.0,3-1,2010-11-09,2010
453619.0,1A-1,2001-06-28,2001
396740.0,3-2,1991-03-19,1991
396742.0,1A-9,1995-10-31,1995
362147.0,7-2,1991-12-20,1991
270012.0,2,1984-12-13,1984
361296.0,7-5,1981-09-18,1981
295138.0,4-3,1986-03-25,1986
350970.0,1,1990-10-15,1990
421845.0,1,1998-03-31,1998
1705220014.0,1A,2017-06-05,2017
565845.0,1,2009-03-04,2009
264978.0,1,1984-09-06,1984
1206020168.0,2,2012-10-02,2012
567325.0,2,2009-04-29,2009
235189.0,3,1983-03-18,1983
347513.0,2,1990-05-30,1990
579594.0,8,2010-10-13,2010
344383.0,1,1990-01-23,1990
270743.0,3,1984-12-28,1984
319629.0,1-21,1987-12-04,1987
384062.0,1-33,1994-06-14,1994
487097.0,2,2004-03-08,2004
549036.0,2,2008-01-17,2008
559509.0,3,2008-09-15,2008
559510.0,4,2008-09-15,2008
413575.0,3,1997-06-24,1997
559511.0,1,2008-09-15,2008
1104300053.0,8-2,2011-04-12,2011
1605080133.0,2,2016-02-01,2016
483895.0,1-16R,2003-12-15,2003
1101290032.0,1,2010-09-23,2010
559512.0,2,2008-09-15,2008
1701710012.0,1,2017-01-09,2017
1200070003.0,1 SWD,2011-07-25,2011
198635.0,1,1981-09-17,1981
1207010076.0,1,2012-06-18,2012
523997.0,1,2006-04-27,2006
228016.0,2,1982-11-16,1982
263712.0,2,1984-08-06,1984
533445.0,4-1,2006-12-19,2006
361293.0,9-2,1991-11-08,1991
310104.0,1,1987-03-19,1987
461259.0,25-1D,2002-03-01,2002
393323.0,1,1995-06-20,1995
439086.0,5-1,2000-02-23,2000
439087.0,6-1,2000-02-23,2000
1603740015.0,6,2016-01-22,2016
1001820012.0,1,2010-07-09,2010
399723.0,1-12,1996-02-27,1996
390938.0,2A,1995-03-23,1995
1202790219.0,4,2012-01-09,2012
287082.0,3,1985-10-17,1985
298109.0,W10,1986-05-14,1986
291156.0,12-1D,1986-01-07,1986
286145.0,1-22,1985-09-27,1985
427653.0,3-10,1998-10-23,1998
1505270115.0,2,2015-08-05,2015
323006.0,4,1988-03-10,1988
318817.0,1,1987-11-10,1987
319525.0,2,1987-12-01,1987
320888.0,1,1988-01-15,1988
1305220002.0,1-A,2013-05-20,2013
335537.0,1,1989-02-16,1989
347569.0,2,1990-05-31,1990
380523.0,34-2,1994-03-03,1994
396741.0,3-9,1992-06-29,1992
418253.0,2-A,1997-11-25,1997
455040.0,1-8,2001-08-08,2001
377247.0,2,1993-10-18,1993
540688.0,1-16,2007-06-18,2007
369734.0,4,1992-11-17,1992
538716.0,2,2007-05-02,2007
393473.0,1,1995-06-27,1995
396743.0,8-4,1995-10-31,1995
401887.0,2-A,1996-05-16,1996
417750.0,3,1997-11-07,1997
1103980084.0,1-1,2011-02-11,2011
