well_number,latitude,longitude,zone
1,36.3249689,-97.3461399,VERTZ
1,36.4518052,-97.4278688,"LAYTON, OSWEGO, WILCOX"
17,36.3453577,-97.4279084,MISSISSIPPI
1,36.1681279,-97.3025475,CLEVELAND
1,36.3031464,-97.3083808,COTTAGE GROVE
1-15,36.4687638,-97.4066302,ARBUCKLE
1,36.4476826,-97.3552859,PAWHUSKA
1,36.1680635,-97.3292865,LAYTON
2-16,36.3816882,-97.4101089,SKINNER
1,36.1863891,-97.142485,LAYTON
9,36.3554575,-97.405471,TONKAWA
1-25,36.1796087,-97.2621334,TONKAWA
1,36.2988237,-97.4554813,HOOVER
5,36.2619071,-97.0665334,SKINNER
G4,36.5301484,-97.4176778,MISSISSIPPI
102,36.191051,-97.2617372,CLEVELAND
104,36.1906216,-97.2521325,CLEVELAND
106,36.191538,-97.24296,CLEVELAND
103,36.1906992,-97.2566675,CLEVELAND
1,36.3842297,-97.4269612,"BASAL, SKINNER "
1,36.4606035,-97.3998655,ARBUCKLE
2,36.1711451,-97.4261045,CLEVELAND
1,36.3896238,-97.4359436,SKINNER
9,36.3177608,-97.3444948,VERTZ
4,36.3212994,-97.2397695,PERRY
3-A,36.3857332,-97.2845908,MISSISSIPPI
3,36.382084,-97.2890673,MISSISSIPPI
3,36.310432,-97.2454038,PERRY
4-25,36.2723938,-97.2500346,SKINNER
3,36.3231397,-97.247594,PERRY
4,36.314078,-97.2409166,PERRY
3,36.3340397,-97.2353377,PERRY
1,36.3691542,-97.444519,"ENDICOTT, HOOVER"
3,36.2690263,-97.3178715,"LAYTON, OSAGE "
5-12,36.314054,-97.2479801,PERRY
10,36.3140469,-97.3436066,VERTZ
1,36.2995265,-97.3061864,OSWEGO
2,36.335665,-97.08436,TONKAWA
2-25,36.1873846,-97.2521173,MISENER
3,36.3204126,-97.2453758,PERRY
1B,36.4600937,-97.4065947,ARBUCKLE
6,36.1836015,-97.3505441,MISENER
5,36.1765352,-97.4305212,ARBUCKLE
1A,36.5232423,-97.2610027,HOOVER
4,36.355332,-97.4088091,"ENDICOTT, PERRY "
29-1,36.527937,-97.32186,MISSISSIPPI
4,36.2537811,-97.3205872,RAGAN
4,36.3784385,-97.2845762,MISSISSIPPI
1,36.2005426,-97.1415088,HOOVER
2,36.5206791,-97.32884,HOOVER
1-18,36.2077509,-97.339386,PENNSYLVANIA
5,36.3213464,-97.3440647,VERTZ
2-29,0.0,0.0,MISSISSIPPI CHAT
2A-91,36.2223641,-97.2999869,HOTSON
1-22,36.5420583,-97.2991648,MISSISSIPPI
3-20,36.1943606,-97.3258243,SAMS
1-24,36.4584132,-97.3642115,HOOVER
1,36.530946,-97.3152278,MISSISSIPPI
4,36.2841563,-97.341918,VERTZ
33,36.1703131,-97.4317538,CLEVELAND
6-6,36.3242725,-97.2376793,LAYTON
16,36.3177632,-97.3422988,VERTZ
1,36.493373,-97.2610833,MISSISSIPPI
26-1,36.5308491,-97.3731786,TONKAWA
4A  SWIW,36.5361756,-97.4142733,MISSISSIPPI
4,36.1995074,-97.3290372,HOTSON
17-A,36.2266802,-97.2969045,HOTSON
1-21,36.4522706,-97.4187655,ARBUCKLE
1-16,36.4670553,-97.4154526,ARBUCKLE
B1,36.2218825,-97.3040004,HOTSON
1,36.5913462,-97.2675504,ARBUCKLE
1-2,36.591206,-97.2719234,ARBUCKLE
1-3,36.5851318,-97.2835941,ARBUCKLE
7-22,36.4575452,-97.4038977,ARBUCKLE
1,36.5622611,-97.4327579,HOOVER
2,36.5179291,-97.4457062,HOOVER
2,36.2345111,-97.422855,SIMPSON
1,36.592758,-97.2903414,ARBUCKLE
1,36.4907638,-97.4290381,TONKAWA
1,36.555761,-97.2905553,ARBUCKLE
3,36.5182463,-97.3652931,LAYTON
2-36,36.2519323,-96.9392217,CLEVELAND
1-8,36.2298888,-95.4668611,SKINNER
4,36.5127236,-97.3518343,ARBUCKLE
1-17,36.4643131,-97.1040879,ARBUCKLE
23,36.5120046,-97.3529572,"LAYTON, TONKAWA"
1-24,36.2309737,-97.225132,ARBUCKLE
1-36,36.5207994,-97.0391513,ARBUCKLE
1-2,36.5931639,-97.3818226,ARBUCKLE
1-19,36.362323,-97.2367811,ARBUCKLE
1-21 SWD,36.1889368,-97.3137337,"ARBUCKLE, GRANITE WASH"
1-35,36.1728853,-97.3736075,"ARBUCKLE, GRANITE WASH"
1-19,36.5463198,-97.2454544,ARBUCKLE
1-28 SWD,36.3544059,-97.1024685,ARBUCKLE LIME
1-23 SWD,36.2761211,-97.0665619,PENN SANDS
1-5 SWD,36.3326727,-96.9970912,ARBUCKLE LIME
1-13SWD,36.5508479,-97.0476168,ARBUCKLE
2-2,36.5927519,-97.3818308,ARBUCKLE
1-21X SWD,36.2757692,-97.2026244,ARBUCKLE DOLOMITE
1-9,36.5777939,-97.4249569,ARBUCKLE
1-17 SWD,36.550498,-97.3261762,ARBUCKLE
3-33,36.246542,-97.3065134,HOOVER
1-23 SWD,36.4627853,-97.2668494,ARBUCKLE
8-1 SWD,36.4049183,-97.2901179,ARBUCKLE
1-23 SWD,36.5502813,-97.1692298,ARBUCKLE
1-8 SWD,36.5664777,-97.0074392,ARBUCKLE
1-33,36.5069728,-97.4172016,ARBUCKLE
1-18 SWD,36.5612839,-96.9068608,ARBUCKLE
1-10 SWD,36.2682174,-97.3576318,ARBUCKLE
1-10 SWD,36.3179948,-97.0706641,ARBUCKLE
1-29 SWD,36.1743742,-97.2288451,ARBUCKLE
1-10 SWD,36.405094,-97.1863631,ARBUCKLE
1-35 SWD,36.1596852,-97.1588248,ARBUCKLE
1SWD,36.2334458,-97.1771649,ARBUCKLE
1 SWD,36.3500601,-97.2219587,ARBUCKLE
1-9,36.2177359,-97.3164829,ARBUCKLE
1 SWD,36.7102825,-95.6915705,"ARBUCKLE, LAYTON, MISSISSIPPI, SIMPSON "
1 SWD,36.29091,-97.15843,ARBUCKLE
1 SWD,36.2019481,-97.2797157,ARBUCKLE
1 SWD,36.2734298,-97.423564,ARBUCKLE
1 SWD,36.31956,-97.20998,ARBUCKLE
1 SWD,36.2598169,-97.1559191,ARBUCKLE
1,36.5201793,-97.3462194,WILCOX
1SWD,0.0,0.0,"TONKAWA, COTTAGE GROVE, LAYTON"
1,36.545949,-97.2443158,VERTZ
1A,36.1796174,-97.4260398,LAYTON
3,36.2866263,-97.4019973,HOOVER
6,36.21284,-97.23905,CLEVELAND
17,36.462588,-97.41372,WILCOX
1-D,36.6994211,-95.691844,BARTLESVILLE
137,36.6469071,-95.5093205,BARTLESVILLE
Q023,36.7189302,-95.546017,BARTLESVILLE
00-8,36.6475841,-95.5016299,BARTLESVILLE
1,36.800588,-95.8058069,ARBUCKLE
2,36.801376,-95.7701813,BARTLESVILLE
6,36.9136666,-95.716222,BARTLESVILLE
WS-1,36.9312063,-95.705964,ARBUCKLE
6,36.9441529,-95.6968052,ARBUCKLE
4R,36.9360732,-95.7300094,ARBUCKLE
S-1,36.7748775,-95.5619114,ARBUCKLE LIME
WIW#1,36.643385,-95.7566713,BARTLESVILLE
2 WD,36.9425362,-95.6811278,ARBUCKLE
8,36.7216375,-95.5477291,BARTLESVILLE
6,36.7203801,-95.5443316,BARTLESVILLE
1,36.9368779,-95.698661,MISSISSIPPI
0-3,36.5993204,-95.4876099,BARTLESVILLE
25,36.7159671,-95.5465619,BARTLESVILLE
1,36.7116781,-95.6085085,BARTLESVILLE
1-W,36.6644694,-95.628623,BARTLESVILLE
RD-2,36.7782777,-95.6289038,BARTLESVILLE
W-2,36.7107501,-95.619238,BARTLESVILLE
W-1,36.7776951,-95.6309229,BARTLESVILLE
W-2,36.7776964,-95.6324252,BARTLESVILLE
W-4,36.7097376,-95.6181122,BARTLESVILLE
3,36.7669484,-95.6575,BARTLESVILLE
WIW 1,36.7044542,-95.6001064,BARTLESVILLE
WW1,36.7080656,-95.5978504,BARTLESVILLE
1,36.6631501,-95.6659689,MISSISSIPPI
1,36.6690407,-95.7003233,BARTLESVILLE
1,36.6886667,-95.7259007,BARTLESVILLE
3,36.9821995,-95.764782,"MISSISSIPPI, OSWEGO"
17-2,36.7397261,-95.7341599,BARTLESVILLE
31-17,36.8286111,-95.5103056,ARBUCKLE
3-6,36.8539503,-95.7925926,ARBUCKLE LIME
1W,36.8383091,-95.6895344,BARTLESVILLE
     3,36.6962762,-95.6146991,BARTLESVILLE
1,36.6128667,-95.7699123,ARBUCKLE
W1,36.7433545,-95.6231823,MISSISSIPPI
W-1,36.6826961,-95.6181304,BARTLESVILLE
W1W,36.7044459,-95.5956038,BARTLESVILLE
14,36.6246135,-95.6630819,MISSISSIPPI
4,36.6416629,-95.7677378,MISSISSIPPI
3,36.9319065,-95.7003753,BARTLESVILLE
21,36.6778415,-95.7423959,MISSISSIPPIAN
5,36.6854044,-95.6270971,ARBUCKLE LIME
8,36.9011433,-95.7094454,MISSISSIPPI
13,36.9242118,-95.6456092,MISSISSIPPI
A-12,36.9318944,-95.6521117,ARBUCKLE  LIME
WIW-2,36.7080697,-95.6000915,BARTLESVILLE
WIW-3,36.708059,-95.602659,PENNSYLVANIA
D-1,36.7130129,-95.6306544,ARBUCKLE
3,36.9448643,-95.6307317,MISSISSIPPI
32,36.5982986,-95.6124709,ARBUCKLE
D-1,36.7143566,-95.7149497,BURGESS
7-4,36.7555866,-95.7535567,BARTLESVILLE
17,36.9337193,-95.6868032,PENNSYLVANIA
5,36.9372904,-95.7994284,"BURGESS, MISSISSIPPI"
W-2,36.6826878,-95.6136291,BARTLESVILLE
20,36.7343333,-95.6800496,ARBUCKLE
3-A,36.9024236,-95.6047264,ARBUCKLE
5,36.7834444,-95.6465833,BARTLESVILLE
D5-7,36.7700607,-95.6169206,BARTLESVILLE
5,36.7797003,-95.6445746,BARTLESVILLE
8,36.7845713,-95.7394278,BARTLESVILLE
9,36.9397189,-95.6997782,BARTLESVILLE
I-106,36.8302677,-95.7971835,ARBUCKLE  LIME
1,36.6935398,-95.7238934,BARTLESVILLE
4,36.6899651,-95.6091536,BARTLESVILLE
7-A,36.9111346,-95.6743029,ARBUCKLE LIME
1,36.7732954,-95.7665556,SKINNER
CTA #1,36.6433553,-95.7917722,ARBUCKLE
2,36.7731354,-95.7684648,SKINNER
1,36.6899574,-95.7541713,"BARTLESVILLE, MISSISSIPPI"
5,36.7755908,-95.6434609,BARTLESVILLE
20,36.6105912,-95.4776792,BARTLESVILLE
6,36.91227,-95.5827076,ARBUCKLE
1A,36.6501143,-95.7831424,BARTLESVILLE
27-12,36.7876866,-95.8049708,BARTLESVILLE
W-1,36.7116871,-95.5955736,BARTLESVILLE
WW3,36.8317706,-95.6890149,BARTLESVILLE
2,36.7030359,-95.7020028,BARTLESVILLE
27-14,36.7876902,-95.8072518,BARTLESVILLE
27-10,36.7858666,-95.8072271,BARTLESVILLE
27-D,36.8775556,-95.8061555,ARBUCKLE  LIME
1 LA,36.9828055,-95.6546667,BARTLESVILLE
I-1,36.9849166,-95.6524167,BARTLESVILLE
W-1,36.740777,-95.63983,BARTLESVILLE
2,36.6400118,-95.7878886,BARTLESVILLE
5,36.9827243,-95.6560335,ARBUCKLE
5,36.9811568,-95.651946,BARTLESVILLE
W-3,36.7112014,-95.6198009,BARTLESVILLE
6,36.9806756,-95.6517417,BARTLESVILLE
6,36.8385246,-95.6857261,BARTLESVILLE
7,36.8385273,-95.6840347,BARTLESVILLE
D-I,36.7988417,-95.6364899,ARBUCKLE
2,36.6835903,-95.7586024,BARTLESVILLE
27-8,36.8865628,-95.7994201,BARTLESVILLE
AW-1,36.7795518,-95.6278561,BARTLESVILLE
6AI,36.7985104,-95.6351768,BARTLESVILLE
10AI,36.7994164,-95.6369889,BARTLESVILLE
AW-6,36.781178,-95.6204624,BARTLESVILLE
AW-7,36.7811737,-95.6190113,BARTLESVILLE
AW-9,36.7800063,-95.6190051,BARTLESVILLE
AW-4,36.7811861,-95.6232093,BARTLESVILLE
1,36.6907924,-95.6778198,MISSISSIPPI
AW-10,36.7800016,-95.6174175,BARTLESVILLE
AW-12,36.7800147,-95.6218338,BARTLESVILLE
AW-13,36.7788343,-95.6174113,BARTLESVILLE
W-3,36.7832435,-95.6223729,BARTLESVILLE
W-4,36.783239,-95.6208705,BARTLESVILLE
W-1,36.7843126,-95.6216648,BARTLESVILLE
W-2,36.7832479,-95.6238753,BARTLESVILLE
W-5,36.7832308,-95.6180831,BARTLESVILLE
W-1,36.7841901,-95.6173882,BARTLESVILLE
W-7,36.7832216,-95.6150271,BARTLESVILLE
2AI,36.8011618,-95.6361112,BARTLESVILLE
3,36.7855189,-95.6255845,BARTLESVILLE
6A 1,36.8016824,-95.6345927,BARTLESVILLE
W-1,36.7933062,-95.583179,BARTLESVILLE
W-2,36.7933145,-95.5817792,BARTLESVILLE
W-3,36.7933228,-95.5803795,BARTLESVILLE
W-4,36.7920486,-95.5831647,BARTLESVILLE
W-5,36.7917883,-95.5813729,BARTLESVILLE
6-W,36.7920724,-95.5803646,BARTLESVILLE
W-8,36.7908245,-95.5817646,BARTLESVILLE
W-9,36.7908364,-95.5803645,BARTLESVILLE
93AI,36.7936972,-95.6134397,BARTLESVILLE
100AI,36.7941596,-95.6172176,BARTLESVILLE
108AI,36.7954009,-95.6176303,BARTLESVILLE
109AI,36.7957239,-95.6160943,BARTLESVILLE
1,36.7923613,-95.6166397,ARBUCKLE
WD-1,35.4270568,-96.3248858,ARBUCKLE
DISP,36.8059718,-95.7397594,BARTLESVILLE
301 I,36.7779008,-95.5496195,BARTLESVILLE
38,36.720292,-95.5466854,BARTLESVILLE
188I,36.7744266,-95.5534147,BARTLESVILLE
106I,36.7952571,-95.6126148,BARTLESVILLE
47I,36.7899841,-95.6125144,BARTLESVILLE
97I,36.7943166,-95.6107037,BARTLESVILLE
62I,36.7912253,-95.6129255,BARTLESVILLE
58I,36.790579,-95.6160033,BARTLESVILLE
60I,36.7909022,-95.6144627,BARTLESVILLE
32I,36.7887428,-95.6121033,BARTLESVILLE
56I,36.7902559,-95.6175439,BARTLESVILLE
24I,36.787453,-95.618262,BARTLESVILLE
26I,36.7877762,-95.6167215,BARTLESVILLE
74I,36.7918202,-95.6164145,BARTLESVILLE
89I,36.7930615,-95.6168257,BARTLESVILLE
91I,36.7933663,-95.615285,BARTLESVILLE
95I,36.7940164,-95.6122037,BARTLESVILLE
110I,36.7961727,-95.6145667,BARTLESVILLE
251I,36.7970775,-95.6165426,BARTLESVILLE
113I,36.7964291,-95.6130261,BARTLESVILLE
28I,36.788095,-95.6151548,BARTLESVILLE
76I,36.7921417,-95.6148601,BARTLESVILLE
80I,36.7927849,-95.6117849,BARTLESVILLE
104I,36.794965,-95.6141529,BARTLESVILLE
242I,36.7939987,-95.6187676,BARTLESVILLE
175I,36.7961553,-95.6210924,BARTLESVILLE
194I,36.7973965,-95.6214989,BARTLESVILLE
45I,36.7896592,-95.6140315,BARTLESVILLE
177I,36.7964381,-95.6195933,BARTLESVILLE
181I,36.7974448,-95.6149815,BARTLESVILLE
200I,36.798363,-95.616937,BARTLESVILLE
253I,36.7968207,-95.6180502,BARTLESVILLE
171I,36.7955118,-95.6241763,BARTLESVILLE
173I,36.7957876,-95.622633,BARTLESVILLE
30I,36.788418,-95.6136156,BARTLESVILLE
39I,36.7886929,-95.6186459,BARTLESVILLE
163I,36.7951945,-95.6193885,BARTLESVILLE
196I,36.7977677,-95.6197804,BARTLESVILLE
198I,36.7980908,-95.6182409,BARTLESVILLE
41I,36.7890132,-95.6171067,BARTLESVILLE
1I,36.8005503,-95.6333262,BARTLESVILLE
6I,36.8019633,-95.6327663,BARTLESVILLE
3I,36.8009572,-95.6377159,BARTLESVILLE
34I,36.7891027,-95.6104798,BARTLESVILLE
49I,36.7903382,-95.6108964,BARTLESVILLE
51I,36.7906732,-95.6093331,BARTLESVILLE
19I,36.8002475,-95.6340268,BARTLESVILLE
2I,36.8010518,-95.6308104,BARTLESVILLE
7I,36.8022916,-95.6312268,BARTLESVILLE
36I,36.7894386,-95.6089411,BARTLESVILLE
18I,36.798838,-95.6336348,BARTLESVILLE
557 I,36.7733278,-95.5645833,BARTLESVILLE
450I,36.7755275,-95.5422173,BARTLESVILLE
575 I,36.7763308,-95.5507477,BARTLESVILLE
576 I,36.7766659,-95.5492075,BARTLESVILLE
577I,36.7769983,-95.5476568,BARTLESVILLE
629 I,36.7775688,-95.5511595,BARTLESVILLE
632I,36.7782363,-95.5480676,BARTLESVILLE
13I,36.7972684,-95.6347701,BARTLESVILLE
14I,36.7975987,-95.6332315,BARTLESVILLE
31I,36.796938,-95.6363121,BARTLESVILLE
32I,36.797847,-95.6382608,BARTLESVILLE
509I,36.7750928,-95.550336,BARTLESVILLE
511I,36.7754279,-95.5487959,BARTLESVILLE
513I,36.775763,-95.5472494,BARTLESVILLE
507I,36.7747604,-95.5518762,BARTLESVILLE
573I,36.7759956,-95.5522879,BARTLESVILLE
627I,36.7772336,-95.5526962,BARTLESVILLE
490I,36.7717559,-95.5657114,BARTLESVILLE
555 I,36.7729944,-95.5661234,BARTLESVILLE
559I,36.7736613,-95.5630432,BARTLESVILLE
611 I,36.7745673,-95.5650015,BARTLESVILLE
613I,36.7748997,-95.5634551,BARTLESVILLE
553I,36.7726609,-95.5676596,BARTLESVILLE
609 I,36.7742328,-95.5665313,BARTLESVILLE
649I,36.7751377,-95.5684799,BARTLESVILLE
653I,36.7758047,-95.5654072,BARTLESVILLE
655I,36.7761354,-95.563867,BARTLESVILLE
607I,36.7739599,-95.5677846,BARTLESVILLE
651I,36.7754712,-95.5669398,BARTLESVILLE
SWD,36.7994786,-95.6179197,ARBUCKLE
77I,36.7950407,-95.6389151,BARTLESVILLE
96I,36.79628,-95.6393217,BARTLESVILLE
98I,36.7966104,-95.6378541,BARTLESVILLE
108I,36.7975192,-95.6397283,BARTLESVILLE
119I,36.7987558,-95.6401315,BARTLESVILLE
117I,36.7984281,-95.6416735,BARTLESVILLE
128I,36.7996646,-95.6420802,BARTLESVILLE
75I,36.7947103,-95.640457,BARTLESVILLE
81I,36.7957015,-95.6359054,BARTLESVILLE
94I,36.7959496,-95.6408637,BARTLESVILLE
106I,36.7971888,-95.6412669,BARTLESVILLE
79I,36.7953712,-95.6374474,BARTLESVILLE
83I,36.7960291,-95.6343669,BARTLESVILLE
84I,36.7963594,-95.6328249,BARTLESVILLE
115I,36.7980977,-95.6432155,BARTLESVILLE
126I,36.7993369,-95.6436222,BARTLESVILLE
104I,36.7968584,-95.6428089,BARTLESVILLE
102I,36.796528,-95.6443508,BARTLESVILLE
113I,36.7977673,-95.6447575,BARTLESVILLE
124I,36.798971,-95.6453283,BARTLESVILLE
100I,36.7961976,-95.6458928,BARTLESVILLE
111I,36.7974368,-95.6462995,BARTLESVILLE
92I,36.7956192,-95.6424022,BARTLESVILLE
623I,36.776506,-95.55584,BARTLESVILLE
665I,36.7778029,-95.5561868,BARTLESVILLE
667I,36.7781364,-95.5546482,BARTLESVILLE
571I,36.7756647,-95.553823,BARTLESVILLE
625I,36.7768999,-95.5542348,BARTLESVILLE
3,36.7329213,-95.7975629,BARTLESVILLE
565I,36.7746604,-95.5584326,BARTLESVILLE
569I,36.7753296,-95.5553632,BARTLESVILLE
621I,36.7762307,-95.5573441,BARTLESVILLE
500I,36.773422,-95.5580209,BARTLESVILLE
561I,36.7739947,-95.5615031,BARTLESVILLE
567I,36.7749928,-95.556905,BARTLESVILLE
426I,36.7713992,-95.5612162,BARTLESVILLE
428I,36.7718528,-95.5591493,BARTLESVILLE
430I,36.7721863,-95.5576092,BARTLESVILLE
496I,36.7727577,-95.5611011,BARTLESVILLE
497I,36.7735437,-95.5605369,BARTLESVILLE
498I,36.7730912,-95.559561,BARTLESVILLE
615I,36.7752318,-95.5619212,BARTLESVILLE
617I,36.7755653,-95.5603811,BARTLESVILLE
603I,36.7732355,-95.5711478,BARTLESVILLE
458I,36.7768565,-95.5360684,BARTLESVILLE
312I,36.7723841,-95.5444665,BARTLESVILLE
691I,36.7770404,-95.5658123,BARTLESVILLE
389-I,36.7756164,-95.5356545,BARTLESVILLE
AW-15,36.7793555,-95.6172092,BARTLESVILLE
240I,36.7694639,-95.5517518,BARTLESVILLE
366I,36.7719492,-95.5525861,BARTLESVILLE
436I,36.7731872,-95.5530046,BARTLESVILLE
183I,36.7682249,-95.5513302,BARTLESVILLE
299I,36.7707002,-95.5521666,BARTLESVILLE
289I,36.7690298,-95.5598713,BARTLESVILLE
356I,36.7702682,-95.560293,BARTLESVILLE
770I,36.7815357,-95.5574426,BARTLESVILLE
702I,36.7790196,-95.5566276,BARTLESVILLE
736I,36.7802576,-95.5570428,BARTLESVILLE
809I,36.7845229,-95.5527052,BARTLESVILLE
709I,36.780809,-95.5514528,BARTLESVILLE
743I,36.782047,-95.551868,BARTLESVILLE
777I,36.783285,-95.5522866,BARTLESVILLE
672I,36.779571,-95.5510343,BARTLESVILLE
647I,36.7748042,-95.5700302,BARTLESVILLE
880I,36.7738063,-95.5746437,BARTLESVILLE
882I,36.7741371,-95.5731104,BARTLESVILLE
884I,36.7744707,-95.5715703,BARTLESVILLE
637I,36.7796652,-95.5444423,BARTLESVILLE
680I,36.780906,-95.5448565,BARTLESVILLE
717I,36.7821413,-95.5452707,BARTLESVILLE
751I,36.7833793,-95.5456849,BARTLESVILLE
420I,36.7705091,-95.5653228,BARTLESVILLE
689I,36.7763762,-95.5689088,BARTLESVILLE
690I,36.7767097,-95.5673687,BARTLESVILLE
381I,36.7742894,-95.5418032,BARTLESVILLE
448I,36.7751924,-95.5437509,BARTLESVILLE
246I,36.7704521,-95.5471501,BARTLESVILLE
248I,36.7707833,-95.5456108,BARTLESVILLE
250I,36.7711145,-95.5440748,BARTLESVILLE
3101I,36.7720498,-95.5460179,BARTLESVILLE
377I,36.7735667,-95.5451265,BARTLESVILLE
438,36.7735224,-95.5514645,BARTLESVILLE
373I,36.7729519,-95.5479614,BARTLESVILLE
442,36.7741871,-95.548379,BARTLESVILLE
704I,36.7793548,-95.5550873,BARTLESVILLE
375I,36.7732842,-95.5464244,BARTLESVILLE
444,36.7745223,-95.5468386,BARTLESVILLE
F-2,36.6491294,-95.6822276,MISSISSIPPI
34,36.8000185,-95.7814268,BARTLESVILLE
33,36.8000223,-95.7791735,BARTLESVILLE
3-W,36.8412355,-95.6991954,BARTLESVILLE
10,36.6260059,-95.8063576,ARBUCKLE
19W,36.842068,-95.7994027,BARTLESVILLE
D-1,36.7175793,-95.6107996,BARTLESVILLE
1,36.7048666,-95.7278738,ARBUCKLE
4-2,36.856612,-95.712801,MISSISSIPPI
25-1,36.8856206,-95.5461604,MISSISSIPPI
T-4,36.6966494,-95.7561222,ARBUCKLE
2,36.6473109,-95.6596984,MISSISSIPPI
1,36.8442965,-95.628386,ROWE COAL
6-A,36.8586885,-95.6651609,ARBUCKLE
3D-1,36.6563201,-95.7541575,ARBUCKLE
11-1,36.8376719,-95.6828721,ARBUCKLE
7-3,36.8434665,-95.6468218,ARBUCKLE
24-1,36.8892715,-95.6586505,ARBUCKLE
44,36.7189669,-95.5487263,BARTLESVILLE
1-10,36.8430354,-95.6982478,BARTLESVILLE
46,36.7224481,-95.5438075,BARTLESVILLE
1,36.8142008,-95.729824,ARBUCKLE
19-1,36.8892967,-95.7398208,MISSISSIPPI
24-2,36.8977916,-95.5468241,ARBUCKLE
1,36.7990724,-95.6807758,ARBUCKLE
5-1,36.8550144,-95.7317921,ARBUCKLE LIME
48,36.7188476,-95.5459827,BARTLESVILLE
50,36.7189417,-95.5493745,BARTLESVILLE
2-1,36.8511258,-95.5666726,ARBUCKLE
60,36.6993824,-95.8053251,ARBUCKLE
60,36.7573844,-95.7959629,ARBUCKLE
13-1,36.7323624,-95.7619623,BARTLESVILLE
88,36.5992561,-95.672082,ARBUCKLE
10,36.7478912,-95.6992054,MISSISSIPPI
12,36.7175839,-95.5499403,ARBUCKLE
24,36.7614543,-95.7993426,BARTLESVILLE
55,36.7232389,-95.5455255,BARTLESVILLE
60,36.7293132,-95.664306,ARBUCKLE
8-5,36.92051,-95.73395,MISSISSIPPI
734-I,36.7798728,-95.5586802,BARTLESVILLE
1,36.944021,-95.6521916,ARBUCKLE
1,36.7660408,-95.7721645,ARBUCKLE
160,36.6047102,-95.7828623,ARBUCKLE
3,36.6100942,-95.6767192,MISSISSIPPI
23-18,36.8205587,-95.53268,ARBUCKLE
R 34-1,36.8311413,-95.4745292,ARBUCKLE
2,36.9190925,-95.6036662,"RIVERTON, ROWE COAL, WEIR COAL "
16,36.7207472,-95.5505655,BARTLESVILLE
18,36.7189456,-95.5505012,BARTLESVILLE
35-1,36.9431591,-95.4429918,ARBUCKLE
I-N2.5,36.5988726,-95.4864895,BARTLESVILLE
10-4I,36.8384624,-95.7983136,BARTLESVILLE
10-1I,36.8365823,-95.7983215,BARTLESVILLE
10-2I,36.8365823,-95.8006411,BARTLESVILLE
10-3I,36.8365823,-95.8028612,BARTLESVILLE
10-5I,36.8384555,-95.8006312,BARTLESVILLE
10-6I,36.8381759,-95.8023406,BARTLESVILLE
1-10,36.7630131,-95.7651039,BARTLESVILLE
SWD 60,36.6637687,-95.7887919,ARBUCKLE
1,36.7908483,-95.5790181,"BARTLESVILLE, MISSISSIPPI"
42-22,36.8979902,-95.4682898,ARBUCKLE
1,36.7805622,-95.7412477,BARTLESVILLE
W-1,36.7677087,-95.6576811,BARTLESVILLE
W-2,36.7695462,-95.6576828,BARTLESVILLE
W-4,36.7666082,-95.6603701,BARTLESVILLE
W-5,36.768421,-95.6603719,BARTLESVILLE
1,36.7418317,-95.5186614,BARTLESVILLE
4,36.8996709,-95.68957,PERU
W-1,36.7731523,-95.6530699,BARTLESVILLE
W-3,36.7745155,-95.6536355,BARTLESVILLE
W1,36.7625777,-95.7607188,BARTLESVILLE
1,36.7621291,-95.7612833,BARTLESVILLE
W2,36.7730499,-95.659789,BARTLESVILLE
RC W5,36.7625788,-95.7584693,BARTLESVILLE
RC W4,36.7634852,-95.7584668,BARTLESVILLE
RC W6,36.7616669,-95.7584615,BARTLESVILLE
W8,36.7607641,-95.7595938,BARTLESVILLE
W7,36.7607605,-95.7584639,BARTLESVILLE
W10,36.7607712,-95.7618467,BARTLESVILLE
W9,36.7607677,-95.7607202,BARTLESVILLE
W11,36.7607748,-95.7629731,BARTLESVILLE
3-W,36.6926884,-95.5308099,BARTLESVILLE
35,36.7648615,-95.7612418,BARTLESVILLE
W15,36.7634814,-95.760713,BARTLESVILLE
4,36.80667,-95.73481,BARTLESVILLE
W1,36.7629317,-95.6575571,BARTLESVILLE
45,36.7693194,-95.7612641,BARTLESVILLE
W20,36.7670998,-95.7607033,BARTLESVILLE
W22,36.7698305,-95.7618226,BARTLESVILLE
10-12,36.8384725,-95.7960097,BARTLESVILLE
10-11,36.8384817,-95.7937852,BARTLESVILLE
10-9,36.8398941,-95.8020007,BARTLESVILLE
10-8,36.8399624,-95.8002575,BARTLESVILLE
10-7,36.8400287,-95.7982788,BARTLESVILLE
11-15,36.8347263,-95.7913418,BARTLESVILLE
11-20,36.8331358,-95.7913946,BARTLESVILLE
10-19,36.834753,-95.8004741,BARTLESVILLE
10-16,36.8347748,-95.7936267,BARTLESVILLE
10-21,36.83319,-95.7936403,BARTLESVILLE
10-18,36.8347694,-95.7981438,BARTLESVILLE
10-17,36.8347556,-95.7959195,BARTLESVILLE
10-14,36.8365849,-95.7959561,BARTLESVILLE
10-13,36.8365683,-95.7936737,BARTLESVILLE
10-23,36.8382279,-95.8044253,BARTLESVILLE
1-16,36.9960127,-95.4796374,ARBUCKLE
W-2,36.7324864,-95.6417335,"BARTLESVILLE, MISSISSIPPI"
W1A,36.7375647,-95.7502128,MISSISSIPPI
60,36.646331,-95.8025013,"BARTLESVILLE, RED FORK "
