well_number,well_type,well_name,operator_id
SL-64,2R,SCHOOL LAND ,22792
SL-58,2R,SCHOOL LAND ,22792
SWD,CDW,ROUTE 29 STOCKYARD,23996
14,2R,TOMLIN,23226
2 SWD,CDW,BULLET ENERGY,22386
WL-21,2R,WILSON-LEWIS,22792
3I,2R,GODDARD,13034
4I,2R,GODDARD,13034
1-12,2R,LEE WADE DEESE UNIT,14156
WL-20,2R,WILSON LEWIS,22792
WL-19I,2R,WILSON LEWIS,22792
24I,2R,WILSON LEWIS WL-24I,22792
WL-25I,2R,WILSON LEWIS,22792
WL-26I,2R,WILSON LEWIS ,22792
W-19I,2R,WOODWORTH,22792
W-21I,2R,WOODWORTH,22792
W-23i,2R,WOODWORTH,22792
W-22I,2R,WOODWORTH,22792
271,2R,WOODWORTH W,22792
W-31I,2R,WOODWORTH,22792
W-30I,2R,WOODWORTH,22792
291,2R,WOODWORTH W,22792
W-28I,2R,WOODWORTH,22792
24I,2R,JOHNSON J-24I,22792
W-39I,2R,WOODWORTH,22792
W-38I,2R,WOODWORTH,22792
W-37I,2R,WOODWORTH,22792
W-36I,2R,WOODWORTH,22792
W-35I,2R,WOODWORTH,22792
W-43I,2R,WOODWORTH ,22792
W-44I,2R,WOODWORTH,22792
W-15,2R,EMERSON,19467
W-16,2R,EMERSON,19467
W-53I,2R,WOODWORTH,22792
541,2R,WOODWORTH W,22792
W-20I,2R,WOODWORTH,22792
181,2R,WOODWORTH W,22792
101,2R,WOODWORTH W,22792
27,2R,TOMLIN,23226
J-71I,2R,JOHNSON,22792
J-72I,2R,JOHNSON,22792
73I,2R,JOHNSON J-73I,22792
801,2R,JOHNSON J,22792
70i,2R,JOHNSON J,22792
SWD,2D,STEPHENS,1161
1,CDW,ABBY REESE,22235
1,CDW,BIG H SWD,4923
75,2R,SCHOOL LAND SL,22792
77,2R,SCHOOL LAND SL,22792
81,2R,SCHOOL LAND SL,22792
28,2R,WT SANNER EAST ,17710
SWD 1,CDW,WOMACK ,18907
9,2D,ADAMS-PRINCE,16784
2,2R,DAILY B,20572
39,2R,DROF,14490
4,2D,LOWERY,22074
6,2D,GLAUSEY,15970
5-4,2R,APSSU,10266
1,2D,HUMPHREYS         (TURNER),19165
4,2R,JOHNSON,19737
7,2D,DOLAN,10098
A-1,2D,MCCAULLEY,8414
1,2D,HANSON,15363
34W,2D,FEATHERSTON,14156
13,2R,HOUGH MORROW A UNIT,23249
1-22,2R,NEESE,18444
1,2D,ETTA NILES,21092
64,2R,WEST HOUGH MORROW UNIT,23249
9-6,2R,POSTLE UPPER MORROW UNIT,23249
2,2R,WEST HOUGH MORROW UNIT,23249
39-20,2R,HMU (H.L. WITT 2-M),23249
8,2R,ESU,23271
20,2R,HOUGH MORROW A UNIT,23249
5-2,2R,POSTLE UPPER MORROW UNIT,23249
A-1,2D,ROBBINS,11239
2-6,2D,"BALZER, J.V.",21003
B#1,2D,TAYLOR,18934
601-W,2R,CARTHAGE II,18934
6-5,2R,CARTHAGE UNIT III,16896
11-4,2R,POSTLE UPPER MORROW UNIT,23249
4-3,2R,CARTHAGE UNIT III,16896
B-2,2R,PRICE,21686
1-6,2D,OKLAHOMA STATE,18934
3,2R,RMU,18829
1,2D,OTTO LUTES,21003
1,2D,FRED,21933
35-2,2R,HOVEY MORROW UNIT,23249
39-1,2R,HOUGH MORROW UNIT,23249
31,2R,"HOUGH MORROW ""A"" UNIT",23249
33,2R,"HOUGH MORROW ""A"" UNIT",23249
68,2R,WEST HOUGH MORROW UNIT,23249
69,2R,WEST HOUGH MORROW UNIT,23249
6,2R,RMU,18829
24-2,2R,HOVEY MORROW UNIT,23249
70,2R,WEST HOUGH MORROW UNIT,23249
4-3,2R,POSTLE UPPER MORROW UNIT,23249
36,2R,HOUGH MORROW A UNIT,23249
17-3,2D,NE HARDESTY UNIT,23249
B-2,2D,WEBB,18934
75,2R,WEST HOUGH MORROW UNIT,23249
1-4,2R,PUMU,23249
76,2R,WEST HOUGH MORROW UNIT,23249
3042X,2R,OMU,23558
78,2R,WEST HOUGH MORROW UNIT,23249
81,2R,WEST HOUGH MORROW UNIT,23249
1914X,2R,OMU,23558
18-2,2R,HOVEY MORROW UNIT,23249
1821X,2R,OMU,23558
82,2R,WEST HOUGH MORROW UNIT,23249
14,2D,RMU,18829
I-1,2R,CITIES SERVICES,18934
2-3,2R,POSTLE UPPER MORROW UNIT,23249
1,CDW,BONRAY A SWD,22860
2-1,2R,GOFF CREEK UNIT,23326
87,2R,WEST HOUGH MORROW UNIT,23249
901S,2D,POSTLE MOR L-3 UNIT,18934
41,2R,"HOUGH MORROW ""A"" UNIT",23249
90,2R,WEST HOUGH MORROW UNIT,23249
92,2R,WEST HOUGH MORROW UNIT,23249
4-08,2R,POSTLE UPPER MORROW UNIT,23249
93,2R,WEST HOUGH MORROW UNIT,23249
2,2D,"WOODWARD ""B""",18934
9-8,2R,PUMU,23249
12-3,2R,PUMU,23249
CD-2,2R,CARTHAGE I UNIT,16896
4,2R,"STATE OF OKLA  ""C""",23558
3,2R,WILLIAMS,23558
29-A,2D,PETERSON,2057
D-4,2R,STATE OF OKLAHOMA,23558
102,2R,STONEBRAKER A,18934
103,2R,STONEBRAKER A,18934
1-4,2D,SWINGER,20873
1-28,2R,I.L.R.C.,18444
4-4,2R,E POSTLE MORROW G UNIT,16896
3-5,2R,LOLMAUGH,20873
CG8,2R,CARTHAGE I UNIT,16896
9,2R,RMU (MEAD #2),18829
47,2R,HOUGH MORROW A UNIT,23249
12-3,2R,NE HARDESTY UNIT,23249
1-16,2RSI,HILL TRUST,6390
13-3,2R,NE HARDESTY UNIT,23249
12-4,2R,NE HARDESTY UNIT,23249
1401W,2R,CARTHAGE II UNIT,18934
17,2R,NERMU,16896
3,2D,REUST,1701
16-4,2R,PUMU,23249
18-4,2R,NE HARDESTY UNIT,23249
11-2,2R,NE HARDESTY UNIT,23249
13-4,2R,NE HARDESTY UNIT,23249
18-3,2R,NE HARDESTY UNIT,23249
17-4,2R,NE HARDESTY UNIT,23249
23-4,2R,NE HARDESTY UNIT,23249
A-21W,2R,MURDOCK,18934
17-5,2R,NE HARDESTY UNIT,23249
23W,2R,MURDOCK  KEYES A,18934
10-12,2D,OSWALD,18444
13-2,2R,HOVEY MORROW UNIT(WELCH UNIT 2),23249
1-5,2R,POSTLE UPPER MORROW UNIT,23249
48,2R,"HOUGH MORROW ""A"" UNIT",23249
3-2,2R,BERNICE,23558
22-4,2R,NE HARDESTY UNIT,23249
9-7,2R,NORTHWEST FLATS,23138
7-3,2R,CNEMA,19430
1-11,2RSI,BETTY,18934
4,2R,NERMU,16896
1-A,2D,BROWN,21092
2,2R,NERMU,16896
9-9,2R,NW FLATS,23138
111,2D,STONEBRAKER A,18934
4-17,2D,CABOT,6390
5-2,2R,BERNICE,23558
9-10,2R,NW FLATS,23138
4,2R,LANDON,23558
2-35,2R,CLAWSON TRUST,23558
8-8,2R,NW FLATS,23138
CB-8,2R,CARTHAGE I UNIT,16896
9-11,2R,NW FLATS,23138
9-12,2R,NW FLATS,23138
2,2R,WP2 DAVIS-HITCH 7,23558
100,2R,WEST HOUGH MORROW UNIT,23249
104,2R,WEST HOUGH MORROW UNIT,23249
14-4,2R,POSTLE UPPER MORROW UNIT,23249
1-32,2R,BREWER A,18444
1-3,2D,COBLE,19886
13-5,2R,PUMU,23249
12-5,2R,POSTLE UPPER MORROW UNIT,23249
15-3,2R,POSTLE UPPER MORROW UNIT,23249
109,2R,WEST HOUGH MORROW UNIT,23249
110,2R,W HOUGH MORROW UNIT,23249
CB-7,2R,CARTHAGE I UNIT,16896
3,2RSI,"STONEBRAKER ""R""",18934
2D,2D,BLUE A,23878
9,2R,ESU,23558
13,2R,RMU UT#388085,18829
1-7,CDW,SIMMONS,22265
5-6,2R,POSTLE UPPER MORROW UNIT,23249
19Y,2R,RMU,18829
2016,2R,OMU,23558
54,2R,HOUGH MORROW A UNIT,23249
11-15,2R,POSTLE UPPER MORROW UNIT,23249
4-10,2R,POSTLE UPPER MORROW UNIT,23249
14-7,2R,POSTLE UPPER MORROW UNIT,23249
7-5,2R,POSTLE UPPER MORROW UNIT,23249
16-5,2R,POSTLE UPPER MORROW UNIT,23249
58,2R,"HOUGH MORROW ""A"" UNIT",23249
56,2R,"HOUGH MORROW ""A"" UNIT",23249
2-1,2R,KIRBY,23558
60,2R,"HOUGH MORROW ""A"" UNIT",23249
17XD,2R,RMU,18829
3-17,2D,BOALDIN,18934
2H,2R,WP2 TRUESDELL 6,23558
125,2R,WEST HOUGH MORROW UNIT,23249
1,2D,WEBB,13620
3-36,2R,STEPHENS,23558
6-25,2R,STEPHENS,23558
36-2,2R,LAIRD,23558
118,2R,WEST HOUGH MORROW UNIT,23249
131,2R,WEST HOUGH MORROW UNIT,23249
36-5,2R,LAIRD,23558
36-3,2R,WP2 ARA,23558
7,2R,WP2 SCHLUCKEBIER 35,23558
1,2R,WP2 AIRWAVES 31,23558
112,2R,WEST HOUGH MORROW UNIT,23249
6,2R,WP2 TRUESDELL 6,23558
113,2R,WEST HOUGH MORROW UNIT,23249
8,2R,EJ TRUESDELL,23558
1,2R,WP2 KAUFFMAN 5,23558
1-22,2RSI,TEEL,21003
8-25,2R,STEPHENS,23558
1,CDW,SMITH AH,22320
4,2D,WAVIA,23878
3032,2R,OMU,23558
1917,2R,OMU,23558
124,2D,WEST HOUGH MORROW UNIT,23249
1-33,2RSI,THOMPSON,19447
8-13,2R,WPWFU (PORKY PIG ) ,23271
8-5,2R,WPWFU PORKY PIG,23271
10-1,CDW,NICHOLS,23431
3,2R,WPWFU 7,23558
1,2R,WPWFU 18,23558
5-3,2R,WPWFU (AUBREY 5-1),23271
15,2R,WPWFU 8,23558
8-16,2R,WPWFU (FORM.'TOBENAMEDLATER',23271
5-9,2R,CARTHAGE NE MORROW A UNIT,19430
5-11,2R,CNEM 'A',19430
1-4,2D,BARNES,16896
2-32,2R,CHASE,18444
9,2D,FLYING TIGER 2,18934
105W,2R,STONEBRAKER MCU,18934
202W,2R,STONEBRAKER MCU,18934
17,2R,WPWFU PORKY PIG 8,23558
277,2R,WEST HOUGH MORROW UNIT,23249
269,2R,WEST HOUGH MORROW UNIT,23249
102W,2R,SMCU,18934
5-9,2D,POSTLE UPPER MORROW UNIT,23249
230,2R,WEST HOUGH MORROW UNIT,23249
7-7,2R,POSTLE UPPER MORROW UNIT,23249
235,2R,WEST HOUGH MORROW UNIT,23249
228,2D,WEST HOUGH MORROW UNIT,23249
299,2R,WEST HOUGH MORROW UNIT,23249
279,2R,WEST HOUGH MORROW UNIT,23249
215,2R,WEST HOUGH MORROW UNIT,23249
1-9,CDW,BARNES,22265
A-9,2D,SYMONDS,18934
103W,2R,STONEBRAKER MCU,18934
15,2R,ESU,23271
216,2D,WEST HOUGH MORROW UNIT,23249
107W,2R,STONEBRAKER MCU,18934
1,2R,CLAWSON D,1701
291,2R,WEST HOUGH MORROW UNIT,23249
2,2R,MARTIN,1701
1,2R,LAZY A 23,1701
36-4,2R,HMU,23249
31-2,2R,HMU,23249
35-5,2R,HMU,23249
1,2R,STONEBRAKER MCU OXY WIW,18934
272,2R,WEST HOUGH MORROW UNIT,23249
17-8,2R,HMU,23249
4-25,2D,L.G. BLACKMER,22182
248,2R,WEST HOUGH MORROW UNIT,23249
301,2R,WEST HOUGH MORROW UNIT,23249
160,2R,STONEBRAKER A ,18934
254,2R,HOUGH MORROW 'A',23249
163,2R,STONEBRAKER A,18934
4-25D,2D,PEARL DAVIS,22182
1-09,2R,POSTLE UPPER MORROW UNIT,23249
7,2R,ATKINS A,1701
2-60,2R,POSTLE UPPER MORROW UNIT,23249
41-1,2R,HMU,23249
255,2R,HOUGH MORROW 'A' UNIT,23249
11-3,2R,HOVEY MORROW UNIT,23249
38-3,2R,HOVEY MORROW UNIT,23249
8-10,2R,POSTLE UPPER MORROW SAND UNIT,23249
6-18,2R,HOVEY MORROW UNIT,23249
101W,2D,ESMU (PAINE A-1),18934
201W,2R,EMSU (STONEBRAKER A-171),18934
317,2R,WEST HOUGH MORROW UNIT,23249
308,2R,WEST HOUGH MORROW UNIT,23249
307,2R,WEST HOUGH MORROW UNIT,23249
217,2D,HOUGH MORROW A UNIT,23249
256,2R,WEST HOUGH MORROW UNIT,23249
20-3,2R,PUMU,23249
311,2R,WEST HOUGH MORROW UNIT,23249
376,2R,WEST HOUGH MORROW UNIT,23249
219,2R,WEST HOUGH MORROW UNIT,23249
407,2D,WEST HOUGH MORROW UNIT,23249
405,2R,WEST HOUGH MORROW UNIT,23249
406,2R,WEST HOUGH MORROW UNIT,23249
404,2R,WEST HOUGH MORROW UNIT,23249
6-19,2R,HMU,23249
6-21,2R,HMU,23249
3-3,2R,NE HARDESTY UNIT,23249
5-2,2R,NE HARDESTY UNIT,23249
10-2,2R,NE HARDESTY UNIT,23249
9-10,2R,HMU,23249
6-14,2R,HMU,23249
3-2,2D,HMU,23249
23-2,2R,NORTHEAST HARDESTY UNIT,23249
19-5,2R,NORTHEAST HARDESTY UNIT,23249
9-14,2D,NORTHWEST FLATS,23138
9-15,2D,NORTHWEST FLATS,23138
2-10,2R,HOVEY MORROW UNIT,23249
10-4,2R,HMU,23249
5-3,2R,HMU,23249
403,2R,WEST HOUGH MORROW UNIT,23249
6-23,2R,HOVEY MORROW UNIT,23249
3-3,2R,HOVEY MORROW UNIT,23249
11-5,2R,NORTHWEST FLATS,23138
147,2R,WEST HOUGH MORROW UNIT,23249
239,2R,WEST HOUGH MORROW UNIT,23249
F-4,2R,STATE,23558
16,2R,ESU,23558
6-25,2R,HOVEY MORROW UNIT,23249
40-3,2R,HOVEY MORROW UNIT,23249
1X,2R,CULLUM,23271
34-3,2R,HMU,23249
201,2R,HMAU,23249
1X,2R,ROCHEL,23558
2B,2R,STONEBREAKER B,18934
1920,2R,OMU,23558
203,2R,WEST HOUGH MORROW UNIT,23249
5-36,2R,STEPHENS,23558
28,2R,"HOUGH MORROW A UN (R,WEEKS B2)",23249
60,2R,WEST HOUGH MORROW UNIT,23249
25,2R,WEST HOUGH MORROW UNIT,23249
11-2,2R,POSTLE UPPER MORROW UNIT,23249
11-3,2R,POSTLE UPPER MORROW UNIT,23249
10,2R,WEST HOUGH MORROW UNIT,23249
51,2R,WEST HOUGH MORROW UNIT,23249
49,2R,WEST HOUGH MORROW UNIT,23249
66,2R,WEST HOUGH MORROW UNIT,23249
2-3,2D,OSWALD,16896
25,2R,HOUGH MORROW A UNIT,23249
215,2R,HOUGH MORROW A UNIT,23249
16,2R,HOUGH MORROW A UNIT,23249
8,2R,"HOUGH MORROW ""A"" UNIT",23249
5-1,2R,POSTLE UPPER MORROW UNIT,23249
12-1,2R,HOVEY MORROW UNIT,23249
14-1,2R,HOVEY MORROW UNIT,23249
214,2R,HOUGH MORROW A UNIT,23249
42,2R,WEST HOUGH MORROW UNIT,23249
41,2D,WEST HOUGH MORROW UNIT,23249
13-1,2R,HOVEY MORROW UNIT,23249
20,2R,WEST HOUGH MORROW UNIT,23249
22,2R,W HOUGH MORROW UNIT,23249
7,2R,HOUGH MORROW A UNIT,23249
26-1,2D,KATHY,19546
29,2R,WEST HOUGH MORROW UNIT,23249
23,2R,WEST HOUGH MORROW UNIT,23249
3,2R,HOUGH MORROW A UNIT,23249
12,2R,HMAU,23249
24-1,2R,HOVEY MORROW UNIT,23249
26,2R,WEST HOUGH MORROW UNIT,23249
18-1,2R,HOVEY MORROW UNIT,23249
1-22,2D,DAVIS,20438
01,2D,POWELL,18934
5,2R,NERMU,16896
5-4,2D,CARTHAGE NE MORROW A UNIT,19430
15X,2R,RMU,18829
904,2R,CARTHAGE II,18934
7-1,2R,NORTHWEST FLATS TR(SWANSON 1),23138
7-2,2R,NORTHWEST FLATS TR(SWANSON 2),23138
2-36,2R,DIVELEY (CARTHAGE III 7-2),16896
1,CDW,HALL,17664
9-3,2R,NORTHWEST FLATS,23138
C-2,2R,CITIES SERVICE,18934
1,2D,GRIFFITH A,18934
A-1,2RSI,MCMURRY,18934
3-2,2R,NE CARTHAGE MORROW A UNIT,19430
3-1,2R,HOVEY MORROW UNIT,23249
21-1,2R,"HOUGH MORROW ""A"" UNIT",23249
30B-1,2R,"HOUGH MORROW ""A"" UNIT",23249
21-2,2R,HOVEY MORROW UNIT,23249
17-2,2R,HOVEY MORROW UNIT,23249
17-3,2R,HOVEY MORROW UNIT,23249
22-2,2R,HOVEY MORROW UNIT,23249
5,2R,MURDOCK A,18934
32-1,2R,HOVEY MORROW UNIT,23249
2,2R,STEWART B,23249
1,2R,STATE OF OKLAHOMA C,23558
1,2R,STATE WILLIAMS,23558
22-2,2R,NE HARDESTY UNIT,23249
22-1,2R,HOUGH MORROW UNIT,23249
2,2D,KUNC,21413
5,2D,EMENHISER,21413
2,2R,A. P. BRIGGS,19935
1,2R,BARNES ,19935
2,2R,"RIPLEY ""A""",19935
1,2R,RIPLEY B,19935
1,2D,WHITWORTH,21413
13,2R,GOEHLER,23819
3,2R,GOEHLER,23819
3-1,2D,DICKEY ,22756
27,2R,GOEHLER,23819
6,2R,DYER 'A',17108
2,2R,CAPSHAW,17108
1-30,2D,ROSE HEIRS,22756
1,2R,COWAN,22756
2,2R,COWAN,22183
1,2D,THE CITY OF FREDERICK,22183
3,2D,CITY OF FREDRICK,22183
2,2R,WALLACE TOWNSEND,23061
3,2D,COWAN,22183
2,2R,AMYX,23061
6,2D,CITY OF FREDRICK,22183
1A,2R,THOMAS GAINES 1A,23061
1,2R,COPELAND ,23061
3,2R,KELLY,23061
8-F,2D,TURINSKY,8786
9,2D,WHETSTONE,11750
1,2D,"HARRIS, WINNIE D.  (P-3)",20099
4-1,2R,VANHOOSE,23520
4,2D,S.H. BROWN,19313
19,2R,"BCU:T PANTHER, TR 2",8702
11-25,2D,E. PANTHER,8702
29,2R,E. PANTHER TRACT #11,8702
19,2R,"BCU:T PANTHER, TR 3",8702
17,2R,"BCU: L. CHARLEY TR 12, WELL",8702
2,2R,VIOLA HARRIS,19132
5,2D,EDNA DURANT,16112
17,2D,ROSA CHISHOLM,11750
18,2D,"PERRYMAN, COZETTA",11750
42,2R,GLENN UNIT 3,11750
2,2D,HALE,20935
2,2D,ROUND MOUNTAIN,17221
6A,2D,PHILLIPS,23198
1,2D,HARRISON,19319
35,2D,JACKSON,18187
4,2D,"SHIELDS (EVANS, ALBERT LEE 4)",16436
1,2R,HERMAN KNIGHT,19132
2-A,2D,HUDSON,1968
W2,2R,CORBRAY,17653
5,2D,HUGHES,7591
3,2D,JENNIE MURRAY,15180
9,2D,E.O. PHILLIPS,22992
1,2D,ISPOCOGEE WSW,22840
1,2D,BENNETT,20461
13-8,2R,F. CHARLEY,8702
1,2D,GUY L REED,10281
2,2D,KNOCH,20910
12,2D,MCGUIRE,22344
4A,2D,WYNONA PAYNE,11235
1A,2R,WRIGHT,10281
9,2D,WINSTON,16112
24,2R,RED FORK SAND UNIT III,22100
1-37,2R,BERRYHILL GLENN SAND UNIT,16835
B-15X,2R,BERRYHILL GLENN SAND UNIT 02,16835
42,2R,BERRYHILL GLENN SAND UNIT 03,16835
43,2R,BERRYHILL GLENN SAND UNIT 03,16835
22,2R,BERRYHILL GLENN SAND UNIT 04,16835
2,2D,FEE,22974
10W,2R,NORTH SIVADON,22141
15,2D,WELCH,21741
24,2R,BERRYHILL GLENN SAND UNIT 04,16835
11,2R,BERRYHILL GLENN SAND UNIT 02,16835
19,2D,JACOB STREET,7591
16,2R,WELCH,21741
21-28,2R,BIRD CREEK UNIT TR,8702
34,2R,A. TYNER TRACT #21,8702
14,2D,WHETSTONE,11750
18,2D,HARRIS,16955
15-A,2D,ELLIS,15573
3A,2R,ADKINS,23411
3,2D,BENGE,23440
1-A,2D,BUTLER,15573
2-A,2D,BURT,24037
A-1,2R,MCCOY,15963
1,2D,CRAIG/ANDREWS,15573
11,2D,NEWCOMB,15458
5-16,2D,SOUTH COX,19922
2,2D,PETERS,18192
2,2D,SMALYGO,18192
1,2D,KNIGHT,20931
1,2D,MCKEE SUE,23147
6,2D,SISLER,7106
1,CDW,CARPENTER,18168
1,2D,LAVELLE,7106
5,2D,MCKEE,19319
1 SWD,2D,KILMER,18192
2,2D,RUTLEDGE,8155
3A,2D,BURT,10362
2,2D,EDMONDSON,7106
2,2D,SELMEYER/RAINWATER,18192
14-A,2D,ROBERTSON,4575
3-A,2D,BLAND,21175
1,2R,MTR TRUST,19736
1,2D,CHEROKEE  (DEAVER #1),4409
5,2R,MTR,19736
1,2D,SIVADON,22141
2,2R,"COLPITT ""A""",18192
2-A,2D,LEE,16966
1,2D,HENNAGE,12818
7,2R,MTR TRUST,19736
1A,2D,DIAL,16955
5,2R,"R.R. MARTIN ""B""",23844
2,2D,LUCAS TURNER,11235
14,2R,BOWER-NEO,23510
2,2D,LAMAR,18192
2,2D,FREEMAN,18192
11,2R,M.T.R. TRUST,19736
1,2D,DOUGLAS,14156
1,2D,BAKER,16966
2,2D,GAZAWAY,20857
J1,2D,MCKEE,23000
3A,2D,WAGNER,7591
1,CDW,RITA,15573
B-8,2D,"HANLIN, NILES Q & EVELYN V",8775
5A,2D,LULU TIBLOW,6294
4-P,2D,BOYD,21175
2A,2D,LAROQUE,19319
3,2D,SPYBUCK,23844
13,2R,MTR,19736
2,2D,CAMPBELL,19754
17,2R,GLENN,23225
18,2R,GLENN,23225
44,2D,BCR,22013
B-18,2D,HANLIN:NILES Q & EVELYN V,8775
7,2D,MARTIN,13770
54,2D,BROWN,22344
11B,2D,BROWN,22344
5E,2R,BURTON BROWN,22344
2,2D,SHEEHAN,20931
6-18,2D,E. CHARLEY,8702
#4-5,2D,CAMPBELL RANCH,11844
3-31,2D,MARTIN,19319
2,2D,LANCASTER,23556
4A,2D,ROSS SCOGGINS,23520
5,2D,FIELDS,23520
8,2D,GREEN,15458
2,2D,BAUMGARTEN,23844
27,2D,BATIE,16436
5,2D,BEU,21741
4,2R,BENWAY,23992
1,2D,TURINSKY SWD,23992
T-1,2D,STAMPS,18192
1,2D,MAXIE,15112
W-10,2R,CORBRAY,17653
9,2R,HOWARD,19319
6,2D,FINCANNON,19319
2A,2D,CREMIN (CREMIN 20),19922
17-A,2D,JACKSON,18187
1,2R,GERNER ,22277
1,2R,MAYO/MOORE,23556
3,2R,MAYO/MOORE,23556
1,2D,OSBORN,15180
1A,2R,BOB G. BALES,23411
12,2R,ISPOCOGEE,22840
1,CDW,FANCHER SWD,22958
3,2R,WISDOM,10281
2,2R,QUINTON,10281
14,2D,DIVINNA,18187
1,2D,HELLER MCKEE WID,23758
4,2D,SIVALLS,23440
4-28,2R,EAST GLENN SAND UNIT,17653
10A,2D,GARMAN,22992
2,2R,SIMON,22277
1-9,2R,CAROLYN,15918
1-10,2R,STONE SUE,15918
8,2R,SIMON,22277
4-9,2R,CAROLYN,15918
9-9,2R,CAROLYN,15918
4-9,2R,TRS,15918
5-9,2R,TRS,15918
6-9,2R,TRS,15918
4,2R,FRANKLIN,24075
5,2R,FRANKLIN,24075
4,2R,INA JEAN,24075
2,2R,PARKER,24075
2,2R,LCL,24075
3,2R,THOMPSON,23394
10,2R,FRANKLIN,24075
8,2R,PARKER,24075
12,2R,FRANKLIN,24075
4     ,2R,"FULLER-GATEWOOD  ""B""   SAVANNAH                      ",24075
3,2R,DONOHUE,15918
3     ,2R,COX                           ,24075
W5-31,2R,STONE BLUFF UNIT,20215
2,2D,HUGHES,22277
1A,2R,LYNNE EDWARDS,22277
3,2D,CHELAUREN,18706
23,2R,FRANKLIN,24075
B2,2D,BAILEY,22992
1A-28,2R,LOVE,15918
1-2,2D,DAVISON,21453
7-3F,2D,SCHWAB,22138
18-6A,2D,CLARK,22138
17-1,2D,MILLER SWD,13651
3,2R,LA NINA,22277
18-1SW,2D,CORONADO,13651
20-1SW,2D,LEBLANC,13651
20-1SW,2D,GLASS,13651
18-10,2R,DUNKIN,22138
12-1SW,2D,WRIGHT,13651
16-1SW,2D,MILES,13651
14-2SW,2D,LOLA DEAN,13651
4-1,2D,GARCIA SWD,22138
1-3,2D,CONNIE,23394
18-22,2R,DUNKIN,22138
E-2,2R,CUNNINGHAM,23051
H0-15,2R,JOHN N. SHAILER,15347
JO-14,2R,J.E. SHAILER,15347
CO-9,2R,COCHRAN (EVA COCHRAN #9,15347
HO-11,2R,MODE,15347
H-15,2R,JOHN A SHAILER,15347
B-2,2D,ELMER PAVEY,20857
5-A,2D,A LORIAUX FEE,21976
1,2D,KINCAIDE,18336
3,2R,JORDAN,18336
1A,2D,LULU FLANAGAN,2737
12,2R,JACK BUNCH,6396
14,2R,JACK BUNCH,6396
9,2R,NANNIE BUNCH,6396
1,2R,JOSH VANN,20347
20,2R,LEE BUNCH,6396
12-7,2R,HBSSU,20405
2,2D,"FARRIS, N B",18192
K-15,2R,UNIT BLOCK,23229
3,2R,NEEDHAM,11868
W49,2D,LOUIS BECK,10813
(1-A)015,2D,SCUDDER(LILLIE WILSON(LONGHORN),22659
3,2D,HOLLAND,21590
21W,2R,P C WILLIAMS(WILLIAMS SURP),23134
1-WS,2R,N. CANARY,22820
A-1,CDW,SHEETS,22936
B-1,2R,JULIA BROWN,20347
W-20,2R,BARNETT,20857
W-28,2R,ROBERT BARNETT,20857
1,2D,"LAWSON, G",18192
24,2D,WILSON,21740
6,2D,FOWLER,22130
5,2D,TYLER BEASLEY,2737
4,2D, GUTHRIE,20673
W-2,2D,WARWICK,11868
3-A,2D,FLOYD MARTIN,23632
101,2R,JONES,11868
W-7B,2R,POWELL,21239
1,2D,DANNY LEMMONS,21976
1 SWD,2D,IMA TYLER,20347
1-S,2D,CATO - WOODALL,22659
B-27-H,2D,BURROWS -2,21503
WI-27,2R,PAINTER E,20857
B-5W,2R,SQUIRREL,20347
B-6W,2R,SQUIRREL,20347
B-8W,2R,SQUIRREL,20347
36,2R,PAINTER E,20857
39,2R,PAINTER E,20857
3-A,2R,EMMITT LONGBONE,20857
42,2R,PAINTER E,20857
WI-62,2R,PAINTER   B,20857
60,2R,PAINTER   B,20857
61,2R,PAINTER  B,20857
63,2R,PAINTER   B,20857
64,2R,PAINTER  B,20857
1-DA,2D,BENNETT,18192
4,2D,BLOM 'B',20857
14,2R,PETERS,23699
15,2R,PETERS,23699
11-0,2D,HOLLAND,21590
2,2R,LUCAS   ,21976
2,2D,NEELY,21570
1,2D,PEARSON,18192
1,2D,MORGAN,21570
90,2R,PAINTER E,20857
91,2R,PAINTER E,20857
92,2R,PAINTER E,20857
WI-93,2R,PAINTER E,20857
3CS,2D,CARTER I,21976
103,2R,PAINTER E,20857
WI-98,2R,PAINTER E,20857
99,2R,PAINTER E,20857
100,2R,PAINTER E,20857
1WS-2,2D,MITCHELL,21239
W-2,2R,KENNEDY,8662
M-1,2D,MARTIN,18192
M2,2D,LIGHTHILL,18192
35,2D,COLPITT,18192
B-1,2D,BUSSMAN,22936
3,2D,KAISER,8079
5,2D,HAYDEN,8662
1,2D,KEEFER,21976
21 C-1,2D,INBODY,23756
1,2D,STOCKHAM,23756
2,2D,HOGSHOOTER CREEK,19212
D-3,2D,BIBLE-BISSETT,16554
115,2D,"PAINTER  ""J""",20857
9,2R,PAINTER-EVANS,20857
10,2R,PAINTER-EVANS,20857
W-1,2R,KENNEDY,8662
A-1,2D,SCUDDER-BLUE RIBBON,22659
3,2D,RICHARDS,8662
2,2D,HANSCHE,20857
20,2D,CRANOR,21976
2,2D,WANG,21740
5,2D,FORREST,16702
4,2D,HARRINGTON,8662
5,2R,LOEWEN,15458
8D,2D,SCUDDER-CHRISTIAN,22659
3,2D,STEEL,21976
3A,2R,EVANS,22659
WS-1,2D,STARR,22659
9A,2D,A.C. BURNETT-MAYES,8662
2,2D,STIDHAM-EDMONDSON,22659
