event_id,magnitude,mag_type,depth
usc000tlbd,2.6,ml,3.283
usc000tlbf,2.7,ml,5.0
ismpkansas70072428,1.67,ml,7.21
usc000tl98,3.5,ml,6.324
usc000tnru,3.8,mb_lg,5.0
ismpkansas70072473,1.86,ml,7.19
ismpkansas70072478,2.51,ml,7.25
ismpkansas70072783,1.64,ml,6.98
ismpkansas70072503,1.83,ml,7.09
ismpkansas70072528,1.54,ml,3.0
ismpkansas70072533,1.66,ml,2.67
usc000tldi,3.4,mb_lg,5.0
usc000tlsj,2.1,ml,5.0
us20000ad3,2.9,ml,2.46
ismpkansas70072608,2.1,ml,3.91
usc000tlsz,2.3,ml,8.56
usc000tlrr,2.7,ml,4.086
ismpkansas70072628,1.8,ml,6.72
ismpkansas70072643,2.49,ml,7.31
ismpkansas70072648,2.11,ml,6.51
usc000tlgk,3.0,ml,4.764
nm60090451,2.26,md,0.66
ismpkansas70072678,2.28,ml,7.07
nm60090456,2.53,md,1.84
usc000tlha,3.4,mwr,5.0
ismpkansas70072773,2.17,ml,6.68
ismpkansas70072708,1.9,ml,7.43
ismpkansas70072723,2.81,ml,7.17
ismpkansas70072748,1.7,ml,7.16
ismpkansas70072753,1.66,ml,7.27
usc000tlj7,3.1,ml,7.446
usc000tlss,2.5,ml,5.5
usc000tlld,3.2,ml,4.6
usc000tlq1,2.6,ml,4.257
ismpkansas70072788,2.32,ml,7.08
ismpkansas70072798,2.51,ml,6.57
usc000tltj,3.2,mb_lg,5.0
usc000tml0,2.5,mb_lg,5.0
usc000tlug,2.4,ml,6.334
usc000tlue,2.9,mb_lg,7.9
usc000tluv,3.3,ml,5.537
ismpkansas70072913,1.68,ml,7.23
usc000tlx3,2.8,ml,7.331
usc000tlva,3.4,mwr,4.89
usc000tlvk,2.5,mb_lg,5.0
usc000tlwf,2.9,mb_lg,5.0
ismpkansas70073068,1.76,ml,4.87
usc000tmjv,2.7,ml,12.26
usc000tmeb,4.2,mwr,4.381
usc000tmju,2.7,ml,5.664
usc000tnjq,2.8,ml,4.1
usc000tml5,3.3,ml,6.974
usc000tml1,3.4,ml,2.135
ismpkansas70073213,1.92,ml,6.86
usc000tmva,2.7,ml,5.0
usc000tmuc,2.5,ml,5.995
usc000tmmt,2.9,ml,5.446
ismpkansas70073283,1.7,ml,7.23
ismpkansas70073293,1.68,ml,4.78
usc000tmna,2.9,ml,3.36
usc000tmnc,2.8,ml,0.0
usc000tmpv,2.5,ml,2.453
usc000tmpg,3.1,ml,4.959
usc000tmrq,3.4,ml,4.383
usc000tms3,3.1,ml,4.066
usc000tmry,3.3,ml,5.0
ismpkansas70073343,1.82,ml,3.21
usc000tmtd,2.8,ml,5.319
ismpkansas70073713,1.94,ml,7.13
ismpkansas70073813,2.13,ml,7.23
usc000tn27,3.9,mwr,5.405
usc000tn52,2.8,ml,6.303
usc000tn54,3.2,ml,4.0
usc000tn5f,3.3,ml,6.1
usc000tn67,2.9,ml,5.265
usc000tn6d,3.1,ml,6.041
nm60004008,2.14,md,0.87
usc000tn9z,2.0,mb_lg,5.25
usc000tn6p,2.9,ml,4.683
usc000tn6x,2.8,ml,5.201
ismpkansas70074128,1.7,ml,5.35
usc000tnah,2.6,ml,5.121
ismpkansas70074138,1.85,ml,4.85
usc000tnax,2.4,mb_lg,5.0
ismpkansas70074303,1.92,ml,4.05
ismpkansas70074208,1.52,ml,7.11
usc000tnc7,2.7,ml,5.28
usc000tnca,2.8,ml,4.709
usc000tncb,2.5,ml,6.047
ismpkansas70074263,1.61,ml,6.82
usc000tnel,2.5,ml,6.702
usc000tngk,2.5,ml,5.817
usc000tng3,3.0,ml,5.0
usc000tnl4,2.2,ml,5.96
ismpkansas70074458,2.29,ml,4.44
usc000tnma,3.6,mb_lg,5.0
ismpkansas70074483,2.06,ml,5.45
usc000tntp,2.5,ml,4.948
usc000tnn1,2.8,ml,5.674
ismpkansas70074508,1.5,ml,1.52
usc000tnry,2.5,ml,5.0
usc000tnp7,2.6,ml,8.807
usc000tns6,2.7,ml,6.425
ismpkansas70074538,2.0,ml,7.08
ismpkansas70074578,1.68,ml,6.84
usc000tntx,2.6,ml,5.145
usc000tntg,3.0,ml,5.965
ismpkansas70074593,1.83,ml,5.76
usc000tnup,2.8,ml,5.363
usc000tnw3,2.5,ml,4.875
usc000tnzu,2.5,ml,4.2
usc000tnzs,2.6,ml,5.983
ismpkansas70074763,1.81,ml,5.44
usc000tnya,2.6,ml,3.18
ismpkansas70074798,1.57,ml,6.59
ismpkansas70074808,2.47,ml,4.52
usc000tp16,3.1,ml,5.36
usc000tp1x,2.5,ml,6.797
ismpkansas70074818,1.91,ml,3.55
ismpkansas70074823,1.55,ml,4.58
ismpkansas70074828,2.74,ml,4.4
ismpkansas70074838,1.81,ml,3.74
ismpkansas70074848,1.86,ml,6.79
ismpkansas70074858,2.09,ml,3.98
usb000tne1,3.3,ml,5.839
usb000tnl6,3.1,ml,5.788
ismpkansas70074898,1.74,ml,3.89
ismpkansas70075013,2.1,ml,4.9
usb000tngu,2.8,ml,5.0
us10000bas,3.2,ml,4.77
ismpkansas70075228,2.03,ml,4.29
ismpkansas70075323,2.71,ml,3.58
ismpkansas70075233,1.76,ml,5.06
usb000tnj3,2.9,ml,5.67
usb000tnlc,2.7,mb_lg,5.0
usb000tnnn,3.5,ml,3.437
usb000tnv7,2.5,ml,5.0
ismpkansas70075358,1.82,ml,7.42
usb000tp73,2.6,ml,4.907
usb000tnxh,2.4,ml,3.452
usb000tp4q,2.6,ml,5.0
usb000tp1y,2.8,ml,5.373
ismpkansas70075468,2.46,ml,3.25
usb000tp50,3.4,mwr,6.991
ismpkansas70075508,1.66,ml,4.97
ismpkansas70075538,1.54,ml,7.72
ismpkansas70075543,1.62,ml,8.34
usb000tpb8,2.6,mb_lg,5.0
usb000tpbr,2.8,ml,6.711
ismpkansas70075673,1.94,ml,4.16
usb000tpci,2.6,mb_lg,5.0
usb000tpcv,3.8,ml,5.0
usb000tpd0,3.2,ml,5.0
usb000tpd1,3.6,ml,3.53
usb000tpd9,3.0,mb_lg,6.0
usb000tpe1,3.1,ml,5.419
ismpkansas70075733,1.62,ml,3.73
ismpkansas70075743,1.54,ml,3.0
usb000tpgb,3.3,ml,5.317
usb000tpgv,3.3,ml,5.214
ismpkansas70075768,2.0,ml,7.98
ismpkansas70075788,2.06,ml,6.64
ismpkansas70075798,2.02,ml,4.4
usb000tpin,3.0,ml,5.723
usb000tpjh,2.9,mb_lg,5.0
usb000tpjn,3.6,mwr,5.0
ismpkansas70077233,2.4,ml,5.32
ismpkansas70077238,1.92,ml,5.71
ismpkansas70075833,1.69,ml,5.94
ismpkansas70075838,2.43,ml,5.67
ismpkansas70076503,1.73,ml,5.24
ismpkansas70075843,2.14,ml,4.7
ismpkansas70075848,1.7,ml,4.96
ismpkansas70075853,1.5,ml,4.9
ismpkansas70075863,1.62,ml,4.84
ismpkansas70075873,2.17,ml,6.74
ismpkansas70075898,2.0,ml,6.19
ismpkansas70075908,2.3,ml,6.19
ismpkansas70075923,1.97,ml,6.05
ismpkansas70075938,1.89,ml,5.96
ismpkansas70075983,1.84,ml,4.67
usb000tq65,2.0,ml,5.0
usc000twa6,2.6,ml,5.0
ismpkansas70076048,1.84,ml,5.81
ismpkansas70076058,1.88,ml,5.43
usb000tpm4,2.6,ml,4.696
ismpkansas70076078,1.77,ml,4.33
ismpkansas70076083,1.86,ml,6.09
ismpkansas70076088,1.94,ml,5.81
ismpkansas70076093,2.55,ml,5.26
usb000tpmj,3.5,mwr,5.274
ismpkansas70076108,1.93,ml,6.58
usb000tpn4,3.5,ml,3.512
ismpkansas70076123,2.48,ml,6.93
ismpkansas70076778,1.67,ml,6.99
usb000tpnq,2.9,ml,5.0
ismpkansas70076163,2.13,ml,1.61
usb000tpum,2.6,ml,3.204
usb000tpv0,2.9,ml,5.35
ismpkansas70076243,2.43,ml,6.46
ismpkansas70076793,2.35,ml,6.31
ismpkansas70076798,2.28,ml,6.36
ismpkansas70076803,1.86,ml,6.14
ismpkansas70076403,1.96,ml,5.87
usb000tq16,2.6,ml,4.8
ismpkansas70076428,2.12,ml,6.1
usb000tq1z,3.0,ml,4.2
usb000tq2l,2.7,ml,6.384
usb000tqd6,2.5,ml,3.5
usb000tq2k,3.6,ml,4.514
usb000tq82,2.7,ml,5.0
usb000tq3r,2.6,ml,2.562
ismpkansas70076518,1.52,ml,0.92
usb000tq86,2.4,mb_lg,2.57
ismpkansas70076523,1.71,ml,4.9
ismpkansas70076528,1.83,ml,5.13
ismpkansas70076533,1.93,ml,4.92
ismpkansas70077168,1.51,ml,4.87
ismpkansas70076538,1.72,ml,4.94
usb000tq5j,2.6,mb_lg,5.09
ismpkansas70076563,1.99,ml,5.19
ismpkansas70076618,2.26,ml,5.88
ismpkansas70076643,1.66,ml,5.75
usc000trxb,2.5,ml,5.112
usc000trvx,2.6,ml,6.492
ismpkansas70076678,1.62,ml,4.32
ismpkansas70076688,1.8,ml,3.22
usb000tqen,2.8,ml,6.004
usb000tqef,2.5,ml,4.597
usb000tqdt,3.4,ml,5.535
usb000tqdw,3.2,ml,5.872
usc000trb2,2.7,ml,5.0
ismpkansas70076863,1.64,ml,7.26
usc000trbc,3.1,ml,5.0
usc000trbg,3.0,mb_lg,5.48
ismpkansas70076908,2.11,ml,5.9
ismpkansas70076923,2.46,ml,5.89
ismpkansas70077203,1.81,ml,5.56
ismpkansas70076928,2.46,ml,6.01
usc000trc6,2.9,mb_lg,5.0
ismpkansas70077158,2.47,ml,6.11
ismpkansas70076938,2.51,ml,6.4
ismpkansas70077213,2.51,ml,6.23
ismpkansas70076943,2.21,ml,6.33
ismpkansas70076948,2.36,ml,6.22
ismpkansas70077223,2.38,ml,5.98
usc000trdn,3.1,ml,2.23
ismpkansas70077038,2.01,ml,6.44
usc000trhx,2.6,ml,4.431
usc000trnk,2.3,mb_lg,5.0
usc000tri2,2.9,ml,4.775
ismpkansas70077188,1.66,ml,6.44
ismpkansas70077253,1.67,ml,5.59
ismpkansas70077263,1.66,ml,6.25
ismpkansas70077268,1.68,ml,4.93
usc000trs0,3.2,ml,6.23
ismpkansas70077293,2.36,ml,5.03
ismpkansas70077298,1.68,ml,4.93
ismpkansas70077313,1.6,ml,5.72
ismpkansas70077318,2.14,ml,4.97
ismpkansas70077358,1.55,ml,5.18
ismpkansas70077363,1.84,ml,4.83
usc000trt9,3.1,ml,5.0
ismpkansas70077393,1.91,ml,6.13
usc000trtt,2.7,ml,4.636
us10001qdt,2.8,ml,6.127
ismpkansas70077468,1.68,ml,6.65
ismpkansas70077473,1.97,ml,5.27
ismpkansas70077558,1.51,ml,6.22
ismpkansas70078183,1.51,ml,6.48
usc000ts3n,3.1,ml,6.096
usc000ts3w,2.6,ml,5.205
ismpkansas70077598,2.59,ml,5.39
usc000ts3z,3.0,ml,3.267
usc000ts43,2.7,ml,4.785
ismpkansas70077618,2.48,ml,3.83
usc000ts47,2.9,ml,3.744
usc000ts4g,3.0,ml,6.161
ismpkansas70077658,2.55,ml,3.9
ismpkansas70077688,1.52,ml,6.24
ismpkansas70077758,2.05,ml,1.33
usc000tsdd,2.5,mb_lg,5.0
usc000ts96,2.6,ml,1.31
usc000ts9t,3.6,ml,5.0
usc000ts9k,2.7,mb_lg,5.0
usc000ts9d,3.6,ml,5.0
ismpkansas70077778,2.2,ml,3.99
ismpkansas70077788,1.56,ml,5.84
ismpkansas70077808,2.66,ml,5.47
usc000tse7,2.8,ml,5.0
ismpkansas70078123,1.8,ml,6.08
usc000tser,2.7,ml,6.15
usc000tt5b,2.7,ml,5.8
usc000tsh5,3.0,ml,5.0
usc000tsk3,1.9,ml,4.946
usc000tsk5,2.0,ml,4.37
ismpkansas70078278,2.06,ml,4.97
usc000tsku,2.6,ml,4.39
ismpkansas70078283,1.77,ml,3.28
usc000tsu3,2.8,ml,6.352
usc000tsm4,2.8,ml,5.001
usc000tsv3,2.5,ml,0.88
ismpkansas70078343,1.99,ml,8.02
ismpkansas70078408,2.4,ml,5.6
ismpkansas70078418,2.18,ml,6.45
usc000tsu7,3.4,ml,7.067
ismpkansas70078448,1.73,ml,5.81
ismpkansas70078458,2.28,ml,6.12
usc000tszi,3.3,ml,5.0
usc000tt7r,2.5,ml,3.084
usc000tt5d,2.8,ml,4.342
usc000tt5i,2.6,ml,5.569
usc000tt96,2.6,ml,5.197
usc000tt5g,3.0,ml,7.001
usc000tt5l,3.1,mb_lg,3.963
ismpkansas70078683,1.58,ml,1.44
ismpkansas70078688,1.72,ml,10.23
usc000ttbp,3.0,ml,6.755
usc000ttch,2.9,ml,7.575
ismpkansas70078733,2.01,ml,7.77
ismpkansas70078738,2.33,ml,4.17
usc000ttei,2.6,ml,5.0
usc000tttu,2.6,ml,4.356
usc000tttl,2.5,ml,5.0
usc000ttt0,2.5,ml,6.826
ismpkansas70078803,1.55,ml,4.8
usc000ttmu,2.6,ml,5.999
ismpkansas70078918,1.75,ml,6.36
usc000ttju,3.1,mb_lg,7.93
ismpkansas70078953,1.92,ml,3.05
ismpkansas70078958,1.7,ml,3.19
ismpkansas70078963,1.74,ml,6.37
usc000ttu2,3.3,ml,6.809
ismpkansas70079023,1.76,ml,4.57
usc000tus6,2.4,ml,5.0
usc000tus3,2.3,ml,6.16
usc000ttw3,2.5,mb_lg,5.58
usc000tus9,2.4,ml,6.02
ismpkansas70079068,1.82,ml,4.4
usc000ttxj,2.5,ml,4.693
usc000ttxm,2.6,mb_lg,5.66
usc000ttxq,2.7,mb_lg,5.0
usc000ttyc,2.8,mb_lg,7.98
ismpkansas70079138,2.22,ml,4.7
usc000ttyj,2.8,mb_lg,4.61
ismpkansas70079183,1.74,ml,4.71
ismpkansas70079238,1.75,ml,5.1
ismpkansas70079278,1.9,ml,7.88
ismpkansas70079283,1.81,ml,7.03
ismpkansas70079298,2.3,ml,3.6
usc000tu0u,2.8,ml,6.08
usc000tu1q,3.1,ml,4.646
ismpkansas70079343,2.26,ml,4.93
usc000tu2r,2.8,ml,2.957
ismpkansas70079373,1.67,ml,5.92
usc000tu3p,3.2,ml,3.88
usc000tu4j,3.5,mb_lg,7.27
usc000tu54,2.6,ml,7.559
ismpkansas70079513,1.73,ml,4.54
usc000tu5x,2.7,ml,5.0
usc000tu60,3.0,ml,4.673
ismpkansas70079573,1.62,ml,5.06
usc000tu6h,2.8,ml,3.894
usc000tu7f,2.6,ml,4.899
usc000tucd,2.6,ml,5.464
ismpkansas70079728,1.52,ml,5.12
usc000tubw,2.5,ml,4.896
usc000tue2,3.0,ml,3.222
usc000tue9,3.2,ml,3.917
ismpkansas70079823,1.67,ml,6.46
usc000tuty,2.7,ml,5.074
usc000tw99,2.5,ml,5.867
usc000tuu0,2.9,ml,5.43
usc000twr9,2.5,ml,5.0
usc000twrb,2.6,ml,6.397
usc000tukf,2.6,ml,5.0
usc000tuke,2.8,mb_lg,5.0
usc000tukh,2.9,ml,4.529
ismpkansas70079883,2.71,ml,2.4
usc000twrw,2.6,ml,5.234
usc000tumz,3.4,ml,5.0
usc000turq,2.5,ml,6.363
usc000tunu,3.8,mb_lg,9.91
ismpkansas70079938,2.12,ml,7.85
ismpkansas70079968,2.0,ml,7.0
usc000tup4,2.9,ml,3.093
usc000tuq5,3.0,ml,4.464
usc000tur1,2.9,ml,5.0
usc000turd,2.9,ml,3.667
ismpkansas70080053,1.56,ml,4.48
usc000tws9,2.5,ml,5.565
usc000tuvb,2.8,ml,1.112
usc000twtx,2.6,ml,4.583
usc000tv0l,2.5,ml,4.674
usc000tuxx,2.6,ml,6.966
ismpkansas70080143,1.51,ml,6.41
usc000tuzb,2.8,ml,6.119
ismpkansas70080153,1.89,ml,7.19
usc000tuzs,2.9,ml,3.527
us10001l1b,2.6,ml,7.14
usc000tv3r,2.9,mb_lg,7.72
us10001l1k,2.8,ml,5.268
us10001l1y,2.5,ml,4.88
us10001l21,2.8,ml,6.725
usc000tv4u,2.6,mb_lg,6.76
us10001l2b,2.6,ml,3.76
ismpkansas70080313,1.79,ml,6.5
usc000tv5d,2.9,ml,3.491
usc000tv5i,2.8,mb_lg,5.0
us10001l2h,2.7,ml,6.438
usc000tv5s,3.1,ml,5.182
us10001l3k,2.6,ml,6.473
ismpkansas70080413,1.61,ml,5.12
usc000tvdg,1.9,mb_lg,5.54
us10001l3v,2.6,ml,6.946
ismpkansas70080438,1.72,ml,7.26
usc000tv8e,3.4,mb_lg,2.52
ismpkansas70080443,2.09,ml,2.82
usc000tv8u,2.6,mb_lg,7.13
us10001l7z,2.7,ml,5.0
usc000tvbm,2.9,ml,5.289
ismpkansas70080583,2.65,ml,6.41
usc000tvc3,3.2,ml,5.449
us10001la9,2.7,ml,4.889
usc000tvcb,3.3,mb_lg,9.39
usc000tw9u,3.0,ml,5.04
us10001lai,2.7,ml,5.0
us10001lc2,2.5,ml,5.393
usc000tw9a,2.6,ml,5.508
usc000tw8v,2.7,ml,4.099
us10001lcg,2.5,ml,6.462
ismpkansas70080748,1.54,ml,4.09
usc000tw8l,2.7,ml,4.29
usc000tvmj,2.5,ml,5.0
usc000tvly,2.6,ml,5.824
usc000tvmd,2.7,ml,4.837
ismpkansas70080798,2.08,ml,4.14
usc000tvhh,3.1,ml,6.374
usc000tvjy,2.6,ml,4.928
usc000tvjw,2.7,ml,4.158
ismpkansas70080838,2.04,ml,6.98
usc000tvjt,2.5,ml,6.363
ismpkansas70080868,2.02,ml,3.81
ismpkansas70080873,1.84,ml,4.38
usc000tw8q,2.6,ml,5.601
usc000twa2,2.8,ml,6.232
ismpkansas70080953,1.68,ml,4.27
ismpkansas70080958,1.88,ml,4.66
us10001ld5,2.5,ml,4.831
us10001ldb,2.5,ml,6.757
ismpkansas70081013,1.95,ml,5.91
usc000twc0,2.7,ml,4.512
us10001les,2.7,ml,5.948
ismpkansas70081073,1.89,ml,4.68
ismpkansas70081078,1.62,ml,3.76
usc000twcn,2.8,ml,5.843
usc000twcv,3.5,ml,1.17
usc000twmf,2.8,ml,8.84
ismpkansas70081148,1.68,ml,4.82
usc000twd9,2.9,ml,5.581
usc000twmn,2.3,ml,5.585
ismpkansas70081188,1.9,ml,4.24
usc000twmt,2.1,mb_lg,5.0
ismpkansas70081253,1.71,ml,6.02
usc000twmv,2.4,ml,5.923
usc000twem,3.0,ml,5.692
usc000twf8,3.7,mwr,5.878
us10001l1c,2.7,ml,4.805
usc000twg8,3.1,mwr,5.417
usc000twn2,2.2,mb_lg,5.0
ismpkansas70081408,1.97,ml,5.09
usc000twi4,2.4,ml,6.268
usc000twn5,2.6,ml,4.248
ismpkansas70081493,2.29,ml,1.79
usc000twin,2.7,ml,5.0
ismpkansas70081528,2.15,ml,6.17
usc000twjk,2.8,ml,2.567
usc000twjm,3.0,ml,5.401
usc000twjy,3.3,mwr,5.823
usc000twk1,3.0,ml,5.559
ismpkansas70081693,2.33,ml,4.4
us10001rba,2.7,ml,1.113
ismpkansas70081743,1.64,ml,4.05
usc000twnj,2.4,ml,5.0
usc000twmi,3.3,ml,5.586
ismpkansas70081763,1.64,ml,2.17
ismpkansas70081818,2.3,ml,6.59
ismpkansas70081838,1.8,ml,7.16
ismpkansas70081848,1.56,ml,5.73
usc000twp6,3.7,mwr,4.525
usc000twpe,3.2,ml,5.0
usc000twpr,2.9,ml,8.719
ismpkansas70081948,1.79,ml,7.17
usc000twqf,2.9,ml,2.748
usc000twql,3.1,mwr,4.897
usc000twrc,2.7,ml,5.205
usc000twrg,2.7,ml,5.272
usc000tws8,2.5,ml,6.457
usc000twtg,2.5,ml,3.456
usc000twud,2.7,ml,5.0
usc000twug,2.8,ml,5.549
us10001l3t,2.6,ml,5.307
us10001l46,3.0,ml,6.048
us10001l5w,3.3,mwr,6.58
us10001l7f,2.9,ml,3.413
ismpkansas70082248,1.79,ml,1.43
ismpkansas70082298,1.64,ml,4.15
us10001ld9,2.5,ml,7.088
us10001ld6,2.6,ml,5.0
nm60093821,2.34,md,2.92
us10001ldj,3.0,ml,5.405
us10001llv,2.5,ml,3.941
ismpkansas70082508,1.66,ml,3.63
us10001lhd,2.5,ml,2.713
ismpkansas70082543,1.69,ml,4.96
us10001lj8,2.6,ml,5.0
ismpkansas70082648,1.72,ml,4.12
us10001liw,2.9,mb_lg,11.2
us10001lja,3.3,ml,4.852
us10001lk1,2.6,ml,5.526
ismpkansas70082703,2.26,ml,6.1
us10001lmc,2.6,ml,3.992
us10001lpd,2.5,ml,3.955
us10001lpm,2.5,ml,5.0
us10001lnq,2.6,ml,5.0
us10001ney,2.7,ml,5.0
us10001ltv,2.5,ml,5.437
us10001ltm,2.5,ml,4.876
us10001ltl,2.4,mb_lg,8.17
us10001lu2,2.5,ml,3.98
us10001n5z,2.5,ml,6.529
ismpkansas70082893,1.86,ml,6.78
us10001lvf,3.1,ml,5.0
ismpkansas70082943,1.5,ml,8.01
us10001m04,2.0,ml,5.0
us10001lwy,2.7,ml,6.859
us10001m95,2.7,ml,4.163
us10001m98,2.8,ml,4.225
ismpkansas70083078,1.98,ml,5.7
us10001lyg,3.9,mwr,5.274
ismpkansas70083133,1.58,ml,6.09
us10001m16,2.9,ml,5.242
ismpkansas70083213,2.25,ml,5.64
us10001mam,2.3,ml,4.846
ismpkansas70083293,1.59,ml,5.37
ismpkansas70083303,2.14,ml,4.91
us10001m1w,3.0,ml,5.0
us10001m20,2.8,ml,4.375
us10001m28,2.9,ml,5.803
us10001m26,3.1,ml,6.194
us10001ml4,2.5,ml,5.594
us10001m2s,3.3,ml,2.3
ismpkansas70083403,1.57,ml,1.68
us10001m9g,2.6,ml,5.0
us10001ni3,2.6,ml,5.0
us10001nim,2.8,ml,6.633
ismpkansas70083428,1.86,ml,5.1
us10001mlg,2.5,ml,5.635
us10001nir,2.5,ml,5.122
us10001m8n,2.8,ml,10.377
ismpkansas70083433,2.15,ml,4.59
us10001niw,2.6,ml,4.9
us10001n9m,2.6,ml,9.345
ismpkansas70111863,1.61,ml,4.8
us10001mln,2.1,ml,5.0
us10001max,2.3,ml,5.238
us10001m9h,2.8,ml,5.428
ismpkansas70083478,2.47,ml,6.06
ismpkansas70083473,2.29,ml,3.0
us10001mb1,2.7,ml,5.0
ismpkansas70083543,1.8,ml,5.63
us10001mc1,2.7,mb_lg,5.0
ismpkansas70083573,2.08,ml,6.66
ismpkansas70083578,1.69,ml,3.0
ismpkansas70083618,2.55,ml,5.07
us10001mca,3.1,ml,5.0
ismpkansas70083638,1.71,ml,3.0
us10001men,3.6,ml,1.64
ismpkansas70083653,1.78,ml,3.55
us10001mf4,2.9,ml,5.827
ismpkansas70083673,2.1,ml,6.24
us10001mgn,2.6,ml,5.0
ismpkansas70083733,1.64,ml,4.81
us10001mh8,3.1,ml,5.422
us10001mh9,2.9,ml,5.106
us10001mwq,2.8,ml,5.64
ismpkansas70083773,1.67,ml,6.77
ismpkansas70083793,1.69,ml,5.08
us10001mmy,2.6,ml,4.458
us10001mvw,2.6,ml,4.671
us10001mva,2.6,ml,8.013
ismpkansas70083923,1.71,ml,1.62
ismpkansas70083933,2.56,ml,7.36
us10001mps,3.5,mb_lg,8.63
us10001mpu,2.8,mb_lg,7.39
us10001mss,2.5,ml,5.702
us10001msf,2.6,ml,5.0
us10001mqb,2.8,ml,5.596
us10001mqr,3.2,ml,6.955
us10001ms3,3.0,ml,4.3
us10001msn,3.0,ml,5.73
us10001msv,2.6,ml,5.0
us10001msx,2.8,ml,6.359
ismpkansas70084048,1.88,ml,1.46
us10001mtp,2.8,ml,5.8
us10001mwk,2.6,ml,5.268
ismpkansas70084068,1.81,ml,4.95
ismpkansas70084073,2.62,ml,1.26
nm60071857,2.41,md,4.6
us10001mx8,3.4,ml,7.112
us10001mxc,3.1,ml,4.799
us10001n3j,2.6,ml,4.152
ismpkansas70084118,1.69,ml,1.52
nm60005408,1.91,md,3.46
us10001n52,2.5,ml,5.506
us10001mzg,3.2,mb_lg,5.0
us10001mzt,2.7,ml,5.0
us10001n5a,2.8,ml,5.477
ismpkansas70084153,2.02,ml,3.29
us10001n3h,2.5,ml,5.0
us10001n36,2.8,ml,5.0
us10001n5g,2.6,ml,6.0
us10001n9i,2.3,ml,5.255
us10001nbd,3.9,mwr,2.381
ismpkansas70084208,1.93,ml,5.72
nm60005713,1.57,md,2.8
ismpkansas70084258,1.62,ml,5.78
us10001nex,2.8,ml,5.827
nm60005708,1.92,md,4.59
us10001qza,3.0,ml,6.489
us10001nle,2.9,ml,8.035
us10001nlh,2.7,ml,6.209
nm60005813,2.01,md,3.87
us10001nm1,2.6,ml,4.94
us10001nzu,2.1,mb_lg,5.92
us10001nv5,2.8,ml,6.69
us10001nzz,2.6,mb_lg,5.0
us10001nvg,2.5,ml,5.652
us10001nus,2.7,ml,5.513
ismpkansas70084658,1.95,ml,6.6
ismpkansas70084663,2.24,ml,6.86
ismpkansas70084668,1.68,ml,5.93
ismpkansas70084828,1.65,ml,5.34
ismpkansas70084703,1.77,ml,6.35
us10001nrq,2.8,ml,6.605
nm60005808,2.4,md,3.58
ismpkansas70084733,2.11,ml,4.48
us10001nup,2.5,ml,5.53
us10001nu5,2.8,ml,4.755
us10001ntg,2.6,ml,5.0
us10001nuf,3.1,ml,6.114
us10001nx2,2.6,ml,4.329
us10001p8u,2.6,ml,5.0
us10001p0l,2.6,ml,5.0
us10001p1g,2.6,ml,3.768
us10001p12,2.7,ml,4.621
ismpkansas70084988,1.68,ml,0.94
ismpkansas70084993,2.31,ml,5.9
ismpkansas70085003,1.73,ml,6.25
us10001p37,3.8,ml,5.0
nm60005908,2.04,md,4.2
us10001p5u,2.7,ml,5.0
us10001p46,3.2,ml,5.656
ismpkansas70085093,2.2,ml,1.67
us10001p66,2.7,ml,5.454
ismpkansas70085188,2.19,ml,1.85
ismpkansas70085268,1.68,ml,2.83
us10001pbe,2.7,ml,4.597
us10001pbv,2.5,ml,4.29
ismpkansas70085363,1.8,ml,7.05
us10001pu8,2.8,ml,6.314
us10001pug,2.5,ml,5.591
us10001pcg,2.8,mb_lg,1.9
us10001pcq,2.9,ml,5.108
us10001pv1,2.7,ml,7.049
us10001pnb,2.5,mb_lg,5.0
us10001pd7,3.6,mwr,5.0
us10001pds,3.2,ml,5.97
ismpkansas70085503,1.94,ml,5.29
us10001pwl,2.5,ml,6.853
ismpkansas70085543,2.05,ml,4.46
us10001pne,2.8,ml,5.293
us10001pxb,2.7,ml,4.511
us10001phg,2.5,ml,5.0
us10001pg2,3.0,ml,4.976
us10001pgt,3.4,mwr,4.677
us10001pzj,2.5,ml,5.912
ismpkansas70085638,2.07,ml,1.48
us10001qm8,2.6,ml,6.122
us10001pis,2.7,ml,8.047
us10001q0h,2.5,ml,5.865
ismpkansas70085793,1.72,ml,1.33
nm60006108,2.04,md,3.42
ismpkansas70085803,2.01,ml,3.33
ismpkansas70085833,1.74,ml,1.06
us10001pnn,2.3,ml,4.4
us10001pjp,3.3,ml,5.0
us10001ppc,2.9,ml,5.0
us10001qeb,2.6,ml,3.395
us10001qmz,2.7,ml,6.362
us10001qwv,2.5,ml,5.685
us10001qwx,2.8,ml,6.843
us10001pmq,2.7,ml,7.147
us10001qxe,2.6,ml,5.0
us10001pn8,3.4,ml,6.626
ismpkansas70086008,1.96,ml,1.65
us10001qwr,2.6,ml,5.105
us10001ppn,2.0,ml,6.2
ismpkansas70086058,1.86,ml,3.42
us10001qz5,2.9,ml,5.408
us10001qz6,2.6,ml,5.0
us10001r05,2.8,ml,5.59
us10001prk,3.6,ml,6.601
us10001prn,2.9,ml,6.331
ismpkansas70086138,1.73,ml,4.0
us10001pu3,2.7,ml,5.686
ismpkansas70086223,1.56,ml,4.88
us10001pvc,3.3,ml,6.811
us10001pwn,3.3,ml,5.76
us10001pwg,3.6,mwr,5.275
